2020-09-01 at 00:01:23 | SUCCESS | 消息内容:{'end_time': '1598861073', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1598861038', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:55条
2020-09-01 at 15:46:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_smm_raw', 'spider_name': 'caijing_smm_yaowen', 'start_time': '1598946394', 'end_time': '1598946394'}  消息处理总量:1条
2020-09-01 at 15:47:10 | SUCCESS | 消息内容:{'end_time': '1598946447', 'start_time': '1598946446', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:4条
2020-09-01 at 15:47:21 | SUCCESS | 消息内容:{'end_time': '1598946443', 'spider_name': 'caijing_mei_all', 'start_time': '1598946425', 'collection_name': 'sy_news_finance_mei_raw'}  消息处理总量:17条
2020-09-01 at 15:48:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1598946503', 'end_time': '1598946505'}  消息处理总量:4条
2020-09-01 at 15:48:14 | SUCCESS | 消息内容:{'end_time': '1598946506', 'spider_name': 'caijing_iyiou_kuaixun', 'start_time': '1598946503', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:2条
2020-09-01 at 15:48:40 | SUCCESS | 消息内容:{'end_time': '1598946530', 'start_time': '1598946523', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:6条
2020-09-01 at 15:48:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_hc360_raw', 'spider_name': 'hangye_hc360_news', 'start_time': '1598946574', 'end_time': '1598946574'}  消息处理总量:1条
2020-09-01 at 15:49:06 | SUCCESS | 消息内容:{'end_time': '1598946427', 'start_time': '1598946425', 'spider_name': 'caijing_591hx_stock_all', 'collection_name': 'sy_news_finance_591hx_raw'}  消息处理总量:2条
2020-09-01 at 15:49:10 | SUCCESS | 消息内容:{'end_time': '1598946510', 'spider_name': 'caijing_sina_zsscdt', 'start_time': '1598946510', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-09-01 at 15:49:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'start_time': '1598946572', 'spider_name': 'caijing_cnstock_ssgs', 'end_time': '1598946572'}  消息处理总量:1条
2020-09-01 at 15:49:13 | SUCCESS | 消息内容:{'end_time': '1598946568', 'start_time': '1598946566', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-09-01 at 15:49:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1598946600', 'spider_name': 'caijing_stockstar_gs', 'end_time': '1598946600'}  消息处理总量:1条
2020-09-01 at 15:50:03 | SUCCESS | 消息内容:{'end_time': '1598946624', 'start_time': '1598946624', 'spider_name': 'caijing_china_house', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:1条
2020-09-01 at 15:50:15 | SUCCESS | 消息内容:{'end_time': '1598946624', 'spider_name': 'caijing_winshang_yaowen_all', 'start_time': '1598946549', 'collection_name': 'sy_news_finance_winshang_raw'}  消息处理总量:2条
2020-09-01 at 15:50:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'start_time': '1598946644', 'spider_name': 'caijing_abi_zixun', 'end_time': '1598946650'}  消息处理总量:2条
2020-09-01 at 15:51:01 | SUCCESS | 消息内容:{'end_time': '1598946666', 'start_time': '1598946658', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:10条
2020-09-01 at 15:51:13 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'start_time': '1598946616', 'spider_name': 'caijing_leju_lejucaijing_all', 'end_time': '1598946683'}  消息处理总量:3条
2020-09-01 at 15:51:15 | SUCCESS | 消息内容:{'end_time': '1598946684', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598946682', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:4条
2020-09-01 at 15:51:51 | SUCCESS | 消息内容:{'end_time': '1598946703', 'start_time': '1598946610', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:17条
2020-09-01 at 15:52:02 | SUCCESS | 消息内容:{'end_time': '1598946739', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1598946736', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:6条
2020-09-01 at 15:52:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'start_time': '1598946734', 'spider_name': 'caijing_huxiu_zixun', 'end_time': '1598946737'}  消息处理总量:2条
2020-09-01 at 15:52:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598946757', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1598946761'}  消息处理总量:0条
2020-09-01 at 15:52:17 | SUCCESS | 消息内容:{'end_time': '1598946750', 'spider_name': 'caijing_cfi_chanjing', 'collection_name': 'sy_news_finance_cfi_raw', 'start_time': '1598946750'}  消息处理总量:1条
2020-09-01 at 15:52:20 | SUCCESS | 消息内容:{'end_time': '1598946759', 'start_time': '1598946742', 'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:4条
2020-09-01 at 15:52:45 | SUCCESS | 消息内容:{'end_time': '1598946780', 'start_time': '1598946771', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-09-01 at 15:52:49 | SUCCESS | 消息内容:{'end_time': '1598946783', 'spider_name': 'caijing_qq_zhaiquan', 'start_time': '1598946783', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:1条
2020-09-01 at 15:53:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_stock_all', 'start_time': '1598946804', 'end_time': '1598946804'}  消息处理总量:1条
2020-09-01 at 15:53:18 | SUCCESS | 消息内容:{'end_time': '1598946843', 'start_time': '1598946843', 'spider_name': 'hangye_cbcie_news', 'collection_name': 'sy_news_hangye_cbcie_raw'}  消息处理总量:1条
2020-09-01 at 15:54:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1598946835', 'end_time': '1598946844'}  消息处理总量:13条
2020-09-01 at 15:54:20 | SUCCESS | 消息内容:{'end_time': '1598946886', 'start_time': '1598946886', 'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-09-01 at 15:54:57 | SUCCESS | 消息内容:{'end_time': '1598946827', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1598946788', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:63条
2020-09-01 at 15:55:06 | SUCCESS | 消息内容:{'end_time': '1598946942', 'spider_name': 'hangye_hqew_news', 'start_time': '1598946942', 'collection_name': 'sy_news_hangye_hqew_raw'}  消息处理总量:1条
2020-09-01 at 15:55:11 | SUCCESS | 消息内容:{'end_time': '1598946891', 'start_time': '1598946883', 'spider_name': 'caijing_smm_yaowen', 'collection_name': 'sy_news_finance_smm_raw'}  消息处理总量:2条
2020-09-01 at 15:55:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cyzone_raw', 'spider_name': 'caijing_cyzone_zuixin', 'start_time': '1598946919', 'end_time': '1598946921'}  消息处理总量:2条
2020-09-01 at 15:55:19 | SUCCESS | 消息内容:{'end_time': '1598946942', 'spider_name': 'caijing_stcn_gs', 'collection_name': 'sy_news_finance_stcn_raw', 'start_time': '1598946942'}  消息处理总量:1条
2020-09-01 at 15:55:21 | SUCCESS | 消息内容:{'end_time': '1598946938', 'start_time': '1598946938', 'spider_name': 'caijing_cs_jijin', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-09-01 at 15:55:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1598946934', 'end_time': '1598946946'}  消息处理总量:16条
2020-09-01 at 15:56:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1598947014', 'spider_name': 'hangye_smm_news', 'end_time': '1598947015'}  消息处理总量:2条
2020-09-01 at 15:56:25 | SUCCESS | 消息内容:{'end_time': '1598946997', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1598946994', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-09-01 at 15:56:50 | SUCCESS | 消息内容:{'end_time': '1598947035', 'start_time': '1598947035', 'spider_name': 'caijing_cs_kcb', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-09-01 at 15:56:59 | SUCCESS | 消息内容:{'end_time': '1598947034', 'collection_name': 'sy_news_finance_mei_raw', 'start_time': '1598947034', 'spider_name': 'caijing_mei_all'}  消息处理总量:1条
2020-09-01 at 15:57:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_wh', 'start_time': '1598947007', 'end_time': '1598947007'}  消息处理总量:1条
2020-09-01 at 15:57:44 | SUCCESS | 消息内容:{'end_time': '1598946918', 'start_time': '1598946918', 'spider_name': 'caijing_cqnews_finance_all', 'collection_name': 'sy_news_finance_cqnews_raw'}  消息处理总量:1条
2020-09-01 at 15:58:09 | SUCCESS | 消息内容:{'end_time': '1598947073', 'spider_name': 'caijing_10jqka_hyyj', 'start_time': '1598947073', 'collection_name': 'sy_news_finance_10jqka_raw'}  消息处理总量:1条
2020-09-01 at 15:58:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_591hx_raw', 'spider_name': 'caijing_591hx_stock_all', 'start_time': '1598946974', 'end_time': '1598946977'}  消息处理总量:3条
2020-09-01 at 15:58:36 | SUCCESS | 消息内容:{'end_time': '1598947129', 'start_time': '1598947116', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-09-01 at 15:58:40 | SUCCESS | 消息内容:{'end_time': '1598947162', 'spider_name': 'hangye_ofweek_shichang', 'collection_name': 'sy_news_hangye_ofweek_raw', 'start_time': '1598947162'}  消息处理总量:1条
2020-09-01 at 15:59:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thecapital_raw', 'spider_name': 'caijing_thecapital_zixun', 'start_time': '1598947052', 'end_time': '1598947057'}  消息处理总量:2条
2020-09-01 at 15:59:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_gmw_raw', 'start_time': '1598947173', 'spider_name': 'caijing_gmw_jjpd', 'end_time': '1598947173'}  消息处理总量:1条
2020-09-01 at 15:59:13 | SUCCESS | 消息内容:{'end_time': '1598947176', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598947174'}  消息处理总量:3条
2020-09-01 at 15:59:21 | SUCCESS | 消息内容:{'end_time': '1598947156', 'start_time': '1598947149', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:12条
2020-09-01 at 15:59:35 | SUCCESS | 消息内容:{'end_time': '1598947197', 'start_time': '1598947196', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:0条
2020-09-01 at 16:00:11 | SUCCESS | 消息内容:{'end_time': '1598947228', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1598947224', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:5条
2020-09-01 at 16:00:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all', 'start_time': '1598947177', 'end_time': '1598947208'}  消息处理总量:2条
2020-09-01 at 16:00:23 | SUCCESS | 消息内容:{'end_time': '1598947250', 'start_time': '1598947245', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:0条
2020-09-01 at 16:00:38 | SUCCESS | 消息内容:{'end_time': '1598947228', 'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw', 'start_time': '1598947225'}  消息处理总量:4条
2020-09-01 at 16:00:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'spider_name': 'caijing_abi_zixun', 'start_time': '1598947253', 'end_time': '1598947272'}  消息处理总量:3条
2020-09-01 at 16:01:07 | SUCCESS | 消息内容:{'end_time': '1598947261', 'start_time': '1598947261', 'spider_name': 'caijing_10jqka_zqzx', 'collection_name': 'sy_news_finance_10jqka_raw'}  消息处理总量:0条
2020-09-01 at 16:01:48 | SUCCESS | 消息内容:{'end_time': '1598947321', 'spider_name': 'caijing_mysteel_zonghe_all', 'collection_name': 'sy_news_finance_mysteel_raw', 'start_time': '1598947274'}  消息处理总量:5条
2020-09-01 at 16:02:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1598947324', 'end_time': '1598947332'}  消息处理总量:13条
2020-09-01 at 16:02:22 | SUCCESS | 消息内容:{'end_time': '1598947329', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1598947319', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:19条
2020-09-01 at 16:02:25 | SUCCESS | 消息内容:{'end_time': '1598947325', 'spider_name': 'caijing_cs_cjyw', 'start_time': '1598947325', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-09-01 at 16:02:35 | SUCCESS | 消息内容:{'end_time': '1598947357', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598947355', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:3条
2020-09-01 at 16:02:41 | SUCCESS | 消息内容:{'end_time': '1598947367', 'spider_name': 'caijing_cs_jigou', 'start_time': '1598947367', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-09-01 at 16:02:46 | SUCCESS | 消息内容:{'end_time': '1598947376', 'spider_name': 'caijing_guandian_news_all', 'collection_name': 'sy_news_finance_guandian_raw', 'start_time': '1598947326'}  消息处理总量:3条
2020-09-01 at 16:03:04 | SUCCESS | 消息内容:{'end_time': '1598947400', 'spider_name': 'caijing_eccn_zxzx', 'start_time': '1598947400', 'collection_name': 'sy_news_finance_eccn_raw'}  消息处理总量:1条
2020-09-01 at 16:03:18 | SUCCESS | 消息内容:{'end_time': '1598947373', 'spider_name': 'caijing_smm_yaowen', 'start_time': '1598947373', 'collection_name': 'sy_news_finance_smm_raw'}  消息处理总量:1条
2020-09-01 at 16:03:35 | SUCCESS | 消息内容:{'end_time': '1598947432', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1598947425', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:4条
2020-09-01 at 16:03:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598947294', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'end_time': '1598947341'}  消息处理总量:68条
2020-09-01 at 16:04:07 | SUCCESS | 消息内容:{'end_time': '1598947464', 'spider_name': 'caijing_qq_hongguan', 'start_time': '1598947464', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:3条
2020-09-01 at 16:04:19 | SUCCESS | 消息内容:{'end_time': '1598947507', 'spider_name': 'hangye_zgkyb_news', 'collection_name': 'sy_news_hangye_zgkyb_raw', 'start_time': '1598947507'}  消息处理总量:1条
2020-09-01 at 16:04:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1598947483', 'end_time': '1598947483'}  消息处理总量:1条
2020-09-01 at 16:04:28 | SUCCESS | 消息内容:{'end_time': '1598947330', 'start_time': '1598947278', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:93条
2020-09-01 at 16:04:35 | SUCCESS | 消息内容:{'end_time': '1598947485', 'spider_name': 'caijing_iyiou_kuaixun', 'start_time': '1598947484', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:2条
2020-09-01 at 16:04:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1598947484', 'end_time': '1598947494'}  消息处理总量:18条
2020-09-01 at 16:05:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sac_raw', 'start_time': '1598947563', 'spider_name': 'caijing_sac_hydt', 'end_time': '1598947563'}  消息处理总量:2条
2020-09-01 at 16:05:41 | SUCCESS | 消息内容:{'end_time': '1598947468', 'start_time': '1598947464', 'spider_name': 'caijing_wabei_chanye', 'collection_name': 'sy_news_finance_wabei_raw'}  消息处理总量:3条
2020-09-01 at 16:05:54 | SUCCESS | 消息内容:{'end_time': '1598947283', 'spider_name': 'caijing_china_chanjing', 'start_time': '1598947283', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:1条
2020-09-01 at 16:05:58 | SUCCESS | 消息内容:{'end_time': '1598947574', 'start_time': '1598947574', 'spider_name': 'caijing_10jqka_cjyw', 'collection_name': 'sy_news_finance_10jqka_raw'}  消息处理总量:0条
2020-09-01 at 16:06:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qianlong_raw', 'start_time': '1598947545', 'spider_name': 'caijing_qianlong_jingji', 'end_time': '1598947564'}  消息处理总量:5条
2020-09-01 at 16:06:17 | SUCCESS | 消息内容:{'end_time': '1598947623', 'spider_name': 'hangye_smm_news', 'start_time': '1598947623', 'collection_name': 'sy_news_hangye_smm_raw'}  消息处理总量:1条
2020-09-01 at 16:06:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598947605', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1598947606'}  消息处理总量:2条
2020-09-01 at 16:06:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1598947635', 'end_time': '1598947635'}  消息处理总量:1条
2020-09-01 at 16:07:00 | SUCCESS | 消息内容:{'end_time': '1598947611', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'start_time': '1598947603', 'spider_name': 'caijing_yuncaijing_neican'}  消息处理总量:11条
2020-09-01 at 16:07:03 | SUCCESS | 消息内容:{'end_time': '1598947612', 'start_time': '1598947602', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:17条
2020-09-01 at 16:07:04 | SUCCESS | 消息内容:{'end_time': '1598947568', 'spider_name': 'caijing_cqnews_finance_all', 'start_time': '1598947568', 'collection_name': 'sy_news_finance_cqnews_raw'}  消息处理总量:1条
2020-09-01 at 16:07:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598947638', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1598947641'}  消息处理总量:5条
2020-09-01 at 16:07:11 | SUCCESS | 消息内容:{'end_time': '1598947643', 'start_time': '1598947643', 'spider_name': 'caijing_qq_Agu', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:1条
2020-09-01 at 16:07:16 | SUCCESS | 消息内容:{'end_time': '1598947645', 'spider_name': 'caijing_huxiu_zixun', 'start_time': '1598947643', 'collection_name': 'sy_news_finance_huxiu_raw'}  消息处理总量:3条
2020-09-01 at 16:07:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_lieyunwang_raw', 'spider_name': 'caijing_lieyunwang_zixun', 'start_time': '1598947645', 'end_time': '1598947645'}  消息处理总量:1条
2020-09-01 at 16:07:37 | SUCCESS | 消息内容:{'end_time': '1598947664', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598947663'}  消息处理总量:2条
2020-09-01 at 16:08:12 | SUCCESS | 消息内容:{'end_time': '1598947716', 'start_time': '1598947716', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-09-01 at 16:08:37 | SUCCESS | 消息内容:{'end_time': '1598947720', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1598947714', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:2条
2020-09-01 at 16:08:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598947734', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1598947750'}  消息处理总量:0条
2020-09-01 at 16:09:22 | SUCCESS | 消息内容:{'end_time': '1598947775', 'start_time': '1598947750', 'spider_name': 'caijing_leju_lejucaijing_all', 'collection_name': 'sy_news_finance_leju_raw'}  消息处理总量:2条
2020-09-01 at 16:10:03 | SUCCESS | 消息内容:{'end_time': '1598947800', 'spider_name': 'caijing_cs_gongsi', 'start_time': '1598947797', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:6条
2020-09-01 at 16:10:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598947844', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1598947845'}  消息处理总量:2条
2020-09-01 at 16:10:28 | SUCCESS | 消息内容:{'end_time': '1598947831', 'spider_name': 'caijing_cyzone_zuixin', 'start_time': '1598947831', 'collection_name': 'sy_news_finance_cyzone_raw'}  消息处理总量:1条
2020-09-01 at 16:10:46 | SUCCESS | 消息内容:{'end_time': '1598947856', 'spider_name': 'caijing_36kr_zixun', 'start_time': '1598947856', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:1条
2020-09-01 at 16:10:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'spider_name': 'caijing_abi_zixun', 'start_time': '1598947864', 'end_time': '1598947870'}  消息处理总量:2条
2020-09-01 at 16:11:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_autohome_raw', 'spider_name': 'hangye_autohome_news', 'start_time': '1598947903', 'end_time': '1598947903'}  消息处理总量:1条
2020-09-01 at 16:11:17 | SUCCESS | 消息内容:{'end_time': '1598947863', 'spider_name': 'caijing_smm_yaowen', 'collection_name': 'sy_news_finance_smm_raw', 'start_time': '1598947863'}  消息处理总量:1条
2020-09-01 at 16:11:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bioon_raw', 'start_time': '1598947900', 'spider_name': 'caijing_bioon_zhyx', 'end_time': '1598947910'}  消息处理总量:0条
2020-09-01 at 16:11:31 | SUCCESS | 消息内容:{'end_time': '1598947915', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598947915', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:1条
2020-09-01 at 16:11:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'start_time': '1598947913', 'spider_name': 'caijing_cnstock_news_all', 'end_time': '1598947913'}  消息处理总量:1条
2020-09-01 at 16:11:37 | SUCCESS | 消息内容:{'end_time': '1598947843', 'start_time': '1598947768', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:48条
2020-09-01 at 16:11:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thepaper_raw', 'spider_name': 'caijing_thepaper_cjsxy', 'start_time': '1598947934', 'end_time': '1598947936'}  消息处理总量:3条
2020-09-01 at 16:12:04 | SUCCESS | 消息内容:{'end_time': '1598947924', 'start_time': '1598947924', 'spider_name': 'caijing_ncw365_toutiao', 'collection_name': 'sy_news_finance_ncw365_raw'}  消息处理总量:1条
2020-09-01 at 16:12:05 | SUCCESS | 消息内容:{'end_time': '1598947920', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598947864'}  消息处理总量:22条
2020-09-01 at 16:12:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_dcement_raw', 'start_time': '1598947942', 'spider_name': 'caijing_dcement_zixun', 'end_time': '1598947942'}  消息处理总量:1条
2020-09-01 at 16:12:37 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598947973', 'spider_name': 'caijing_sina_chanjing', 'end_time': '1598947974'}  消息处理总量:3条
2020-09-01 at 16:12:41 | SUCCESS | 消息内容:{'end_time': '1598947915', 'start_time': '1598947887', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:10条
2020-09-01 at 16:12:50 | SUCCESS | 消息内容:{'end_time': '1598947995', 'spider_name': 'caijing_guancha_dagongsi', 'collection_name': 'sy_news_finance_guancha_raw', 'start_time': '1598947995'}  消息处理总量:2条
2020-09-01 at 16:13:04 | SUCCESS | 消息内容:{'end_time': '1598947974', 'start_time': '1598947973', 'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:2条
2020-09-01 at 16:13:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_pedaily_raw', 'start_time': '1598948003', 'spider_name': 'caijing_pedaily_gundong', 'end_time': '1598948003'}  消息处理总量:1条
2020-09-01 at 16:14:19 | SUCCESS | 消息内容:{'end_time': '1598948046', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1598948035', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:16条
2020-09-01 at 16:14:26 | SUCCESS | 消息内容:{'end_time': '1598948015', 'start_time': '1598948015', 'spider_name': 'caijing_eccn_zxzx', 'collection_name': 'sy_news_finance_eccn_raw'}  消息处理总量:1条
2020-09-01 at 16:14:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598948095', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1598948098'}  消息处理总量:5条
2020-09-01 at 16:14:52 | SUCCESS | 消息内容:{'end_time': '1598948110', 'spider_name': 'caijing_10000link_hyqs', 'collection_name': 'sy_news_finance_10000link_raw', 'start_time': '1598948104'}  消息处理总量:3条
2020-09-01 at 16:15:18 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_bjx_raw', 'spider_name': 'hangye_bjx_yaowen', 'start_time': '1598948163', 'end_time': '1598948164'}  消息处理总量:2条
2020-09-01 at 16:15:21 | SUCCESS | 消息内容:{'end_time': '1598948134', 'start_time': '1598948129', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:7条
2020-09-01 at 16:15:35 | SUCCESS | 消息内容:{'end_time': '1598948157', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1598948156', 'spider_name': 'caijing_cs_jijin'}  消息处理总量:3条
2020-09-01 at 16:15:50 | SUCCESS | 消息内容:{'end_time': '1598948076', 'start_time': '1598948066', 'spider_name': 'caijing_cankaoxiaoxi_caijing', 'collection_name': 'sy_news_finance_cankaoxiaoxi_raw'}  消息处理总量:2条
2020-09-01 at 16:16:03 | SUCCESS | 消息内容:{'end_time': '1598948159', 'spider_name': 'caijing_qianlong_jingji', 'collection_name': 'sy_news_finance_qianlong_raw', 'start_time': '1598948153'}  消息处理总量:4条
