2020-09-02 at 00:00:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1598976026', 'start_time': '1598976024'}  消息处理总量:3条
2020-09-02 at 09:20:24 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ganggu', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599009636', 'start_time': '1599009635'}  消息处理总量:3条
2020-09-02 at 09:20:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1599009657', 'start_time': '1599009656'}  消息处理总量:2条
2020-09-02 at 09:21:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1599009713', 'start_time': '1599009713'}  消息处理总量:1条
2020-09-02 at 09:21:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_jigou_all', 'end_time': '1599009655', 'start_time': '1599009655'}  消息处理总量:1条
2020-09-02 at 09:22:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_cjyw', 'end_time': '1599009736', 'start_time': '1599009724'}  消息处理总量:1条
2020-09-02 at 09:23:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_in_en_raw', 'spider_name': 'hangye_oil_news', 'end_time': '1599009857', 'start_time': '1599009855'}  消息处理总量:0条
2020-09-02 at 09:24:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sohu_raw', 'spider_name': 'caijing_sohu_hs', 'end_time': '1599009906', 'start_time': '1599009906'}  消息处理总量:1条
2020-09-02 at 09:25:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all', 'end_time': '1599009852', 'start_time': '1599009852'}  消息处理总量:1条
2020-09-02 at 09:26:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599009998', 'start_time': '1599009997'}  消息处理总量:2条
2020-09-02 at 09:26:45 | SUCCESS | 消息内容:{'spider_name': 'caijing_caixin_companies', 'collection_name': 'sy_news_finance_caixin_raw', 'end_time': '1599010024', 'start_time': '1599010024'}  消息处理总量:1条
2020-09-02 at 09:27:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1599010050', 'start_time': '1599010044'}  消息处理总量:5条
2020-09-02 at 09:27:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'spider_name': 'caijing_abi_zixun', 'end_time': '1599010087', 'start_time': '1599010087'}  消息处理总量:1条
2020-09-02 at 09:28:14 | SUCCESS | 消息内容:{'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1599010084', 'start_time': '1599010084'}  消息处理总量:1条
2020-09-02 at 09:28:26 | SUCCESS | 消息内容:{'spider_name': 'caijing_smm_yaowen', 'collection_name': 'sy_news_finance_smm_raw', 'end_time': '1599010095', 'start_time': '1599010095'}  消息处理总量:1条
2020-09-02 at 09:28:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1599010145', 'start_time': '1599010145'}  消息处理总量:1条
2020-09-02 at 09:29:22 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_mining120_raw', 'spider_name': 'hangye_mining120_guoji', 'end_time': '1599010205', 'start_time': '1599010203'}  消息处理总量:4条
2020-09-02 at 09:29:42 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599010203', 'start_time': '1599010203'}  消息处理总量:1条
2020-09-02 at 09:30:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_askci_raw', 'spider_name': 'caijing_askci_gcy', 'end_time': '1599010268', 'start_time': '1599010268'}  消息处理总量:1条
2020-09-02 at 09:31:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1599010325', 'start_time': '1599010325'}  消息处理总量:1条
2020-09-02 at 09:32:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1599010373', 'start_time': '1599010370'}  消息处理总量:2条
2020-09-02 at 09:33:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qianlong_raw', 'spider_name': 'caijing_qianlong_jingji', 'end_time': '1599010392', 'start_time': '1599010384'}  消息处理总量:9条
2020-09-02 at 09:33:38 | SUCCESS | 消息内容:{'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'end_time': '1599010454', 'start_time': '1599010454'}  消息处理总量:1条
2020-09-02 at 09:33:47 | SUCCESS | 消息内容:{'spider_name': 'caijing_huxiu_zixun', 'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1599010436', 'start_time': '1599010434'}  消息处理总量:2条
2020-09-02 at 09:34:18 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1599010440', 'start_time': '1599010434'}  消息处理总量:2条
2020-09-02 at 09:34:29 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qq_raw', 'spider_name': 'caijing_qq_chanye', 'end_time': '1599010494', 'start_time': '1599010494'}  消息处理总量:1条
2020-09-02 at 09:35:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1599010532', 'start_time': '1599010532'}  消息处理总量:1条
2020-09-02 at 09:35:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1599010568', 'start_time': '1599010568'}  消息处理总量:1条
2020-09-02 at 09:36:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'end_time': '1599010615', 'start_time': '1599010615'}  消息处理总量:1条
2020-09-02 at 09:37:05 | SUCCESS | 消息内容:{'spider_name': 'caijing_thepaper_cjgs', 'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1599010646', 'start_time': '1599010644'}  消息处理总量:4条
2020-09-02 at 09:37:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_caijing_industry', 'collection_name': 'sy_news_finance_caijing_raw', 'end_time': '1599010689', 'start_time': '1599010689'}  消息处理总量:1条
2020-09-02 at 09:38:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stcn_raw', 'spider_name': 'caijing_stcn_gs', 'end_time': '1599010749', 'start_time': '1599010748'}  消息处理总量:2条
2020-09-02 at 09:39:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_dowater_raw', 'spider_name': 'hangye_dowater_news', 'end_time': '1599010809', 'start_time': '1599010806'}  消息处理总量:0条
2020-09-02 at 09:40:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_brick_tile_raw', 'spider_name': 'hangye_brick_title_news', 'end_time': '1599010885', 'start_time': '1599010885'}  消息处理总量:1条
2020-09-02 at 09:41:42 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599010919', 'start_time': '1599010917'}  消息处理总量:3条
2020-09-02 at 09:41:50 | SUCCESS | 消息内容:{'spider_name': 'hangye_petroren_hydt', 'collection_name': 'sy_news_hangye_petroren_raw', 'end_time': '1599010923', 'start_time': '1599010923'}  消息处理总量:1条
2020-09-02 at 09:42:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_kj', 'end_time': '1599010979', 'start_time': '1599010977'}  消息处理总量:4条
2020-09-02 at 09:43:23 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_jigou_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599010897', 'start_time': '1599010875'}  消息处理总量:3条
2020-09-02 at 09:43:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw', 'end_time': '1599011023', 'start_time': '1599011023'}  消息处理总量:1条
2020-09-02 at 09:43:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1599011056', 'start_time': '1599011055'}  消息处理总量:2条
2020-09-02 at 09:44:58 | SUCCESS | 消息内容:{'spider_name': 'caijing_smm_yaowen', 'collection_name': 'sy_news_finance_smm_raw', 'end_time': '1599011073', 'start_time': '1599011073'}  消息处理总量:1条
2020-09-02 at 09:46:03 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599011185', 'start_time': '1599011185'}  消息处理总量:2条
2020-09-02 at 09:46:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ofweek_raw', 'spider_name': 'hangye_ofweek_chanye', 'end_time': '1599011244', 'start_time': '1599011244'}  消息处理总量:1条
2020-09-02 at 09:48:01 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1599011305', 'start_time': '1599011305'}  消息处理总量:1条
2020-09-02 at 09:48:29 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1599011324', 'start_time': '1599011308'}  消息处理总量:7条
2020-09-02 at 09:49:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'spider_name': 'caijing_huxiu_zixun', 'end_time': '1599011353', 'start_time': '1599011347'}  消息处理总量:2条
2020-09-02 at 09:49:26 | SUCCESS | 消息内容:{'spider_name': 'caijing_chinaventure_zbsc', 'collection_name': 'sy_news_finance_chinaventure_raw', 'end_time': '1599011353', 'start_time': '1599011353'}  消息处理总量:1条
2020-09-02 at 09:50:24 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1599011420', 'start_time': '1599011415'}  消息处理总量:4条
2020-09-02 at 09:51:20 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_jrkj', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1599011502', 'start_time': '1599011502'}  消息处理总量:1条
2020-09-02 at 09:51:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_bmlink_raw', 'spider_name': 'hangye_bmlink_marketnews', 'end_time': '1599011555', 'start_time': '1599011555'}  消息处理总量:1条
2020-09-02 at 09:52:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_zhicheng_raw', 'spider_name': 'caijing_zhicheng_caijing', 'end_time': '1599011548', 'start_time': '1599011546'}  消息处理总量:3条
2020-09-02 at 09:53:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'end_time': '1599011598', 'start_time': '1599011598'}  消息处理总量:1条
2020-09-02 at 09:53:49 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_whdd', 'end_time': '1599011643', 'start_time': '1599011643'}  消息处理总量:1条
2020-09-02 at 09:54:29 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599011678', 'start_time': '1599011673'}  消息处理总量:8条
2020-09-02 at 09:54:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1599011673', 'start_time': '1599011673'}  消息处理总量:1条
2020-09-02 at 09:54:57 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_news_all', 'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1599011714', 'start_time': '1599011712'}  消息处理总量:4条
2020-09-02 at 09:55:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_qiche', 'end_time': '1599011724', 'start_time': '1599011724'}  消息处理总量:1条
2020-09-02 at 09:55:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sohu_raw', 'spider_name': 'caijing_sohu_xsb', 'end_time': '1599011754', 'start_time': '1599011753'}  消息处理总量:2条
2020-09-02 at 09:56:02 | SUCCESS | 消息内容:{'spider_name': 'caijing_10jqka_hyyj', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1599011736', 'start_time': '1599011735'}  消息处理总量:3条
2020-09-02 at 09:56:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cngold_raw', 'spider_name': 'caijing_cngold_gpxw', 'end_time': '1599011825', 'start_time': '1599011823'}  消息处理总量:9条
2020-09-02 at 09:57:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss', 'end_time': '1599011877', 'start_time': '1599011875'}  消息处理总量:0条
2020-09-02 at 09:58:20 | SUCCESS | 消息内容:{'spider_name': 'caijing_abi_zixun', 'collection_name': 'sy_news_finance_abi_raw', 'end_time': '1599011918', 'start_time': '1599011918'}  消息处理总量:1条
2020-09-02 at 09:59:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1599011964', 'start_time': '1599011959'}  消息处理总量:9条
2020-09-02 at 09:59:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_cena_raw', 'spider_name': 'hangye_cena_news', 'end_time': '1599012009', 'start_time': '1599012009'}  消息处理总量:1条
2020-09-02 at 10:00:14 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599012022', 'start_time': '1599012016'}  消息处理总量:5条
2020-09-02 at 10:00:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_youth_raw', 'spider_name': 'caijing_youth_djgj', 'end_time': '1599012043', 'start_time': '1599012043'}  消息处理总量:1条
2020-09-02 at 10:01:01 | SUCCESS | 消息内容:{'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1599012045', 'start_time': '1599012043'}  消息处理总量:2条
2020-09-02 at 10:01:27 | SUCCESS | 消息内容:{'spider_name': 'caijing_dcement_zixun', 'collection_name': 'sy_news_finance_dcement_raw', 'end_time': '1599012084', 'start_time': '1599012072'}  消息处理总量:2条
2020-09-02 at 10:01:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ledinside_raw', 'spider_name': 'hangye_ledinside_news', 'end_time': '1599012134', 'start_time': '1599012134'}  消息处理总量:1条
2020-09-02 at 10:02:41 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_jigou_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599012127', 'start_time': '1599012095'}  消息处理总量:3条
2020-09-02 at 10:02:50 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_kj', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1599012194', 'start_time': '1599012194'}  消息处理总量:1条
2020-09-02 at 10:04:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1599012267', 'start_time': '1599012263'}  消息处理总量:7条
2020-09-02 at 10:04:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_mining120_raw', 'spider_name': 'hangye_mining120_guonei', 'end_time': '1599012320', 'start_time': '1599012314'}  消息处理总量:11条
2020-09-02 at 10:05:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'spider_name': 'caijing_jiemian_xiaofei', 'end_time': '1599012324', 'start_time': '1599012324'}  消息处理总量:1条
2020-09-02 at 10:05:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'end_time': '1599012347', 'start_time': '1599012346'}  消息处理总量:3条
2020-09-02 at 10:06:03 | SUCCESS | 消息内容:{'spider_name': 'caijing_10jqka_hyyj', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1599012358', 'start_time': '1599012358'}  消息处理总量:0条
2020-09-02 at 10:06:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1599012420', 'start_time': '1599012415'}  消息处理总量:0条
2020-09-02 at 10:06:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1599012416', 'start_time': '1599012395'}  消息处理总量:5条
2020-09-02 at 10:07:32 | SUCCESS | 消息内容:{'spider_name': 'hangye_mining120_guoji', 'collection_name': 'sy_news_hangye_mining120_raw', 'end_time': '1599012497', 'start_time': '1599012496'}  消息处理总量:2条
2020-09-02 at 10:08:31 | SUCCESS | 消息内容:{'spider_name': 'caijing_abi_zixun', 'collection_name': 'sy_news_finance_abi_raw', 'end_time': '1599012524', 'start_time': '1599012524'}  消息处理总量:1条
2020-09-02 at 10:09:02 | SUCCESS | 消息内容:{'spider_name': 'caijing_cqnews_finance_all', 'collection_name': 'sy_news_finance_cqnews_raw', 'end_time': '1599012492', 'start_time': '1599012454'}  消息处理总量:2条
2020-09-02 at 10:09:07 | SUCCESS | 消息内容:{'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'end_time': '1599012588', 'start_time': '1599012587'}  消息处理总量:2条
2020-09-02 at 10:10:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'end_time': '1599012658', 'start_time': '1599012653'}  消息处理总量:3条
2020-09-02 at 10:11:00 | SUCCESS | 消息内容:{'spider_name': 'caijing_eccn_zxzx', 'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1599012675', 'start_time': '1599012675'}  消息处理总量:1条
2020-09-02 at 10:11:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all', 'end_time': '1599012611', 'start_time': '1599012611'}  消息处理总量:1条
2020-09-02 at 10:12:33 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1599012776', 'start_time': '1599012775'}  消息处理总量:2条
2020-09-02 at 10:12:56 | SUCCESS | 消息内容:{'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1599012778', 'start_time': '1599012775'}  消息处理总量:4条
2020-09-02 at 10:13:31 | SUCCESS | 消息内容:{'spider_name': 'caijing_qianlong_jingji', 'collection_name': 'sy_news_finance_qianlong_raw', 'end_time': '1599012831', 'start_time': '1599012823'}  消息处理总量:5条
2020-09-02 at 10:13:51 | SUCCESS | 消息内容:{'spider_name': 'caijing_mysteel_zonghe_all', 'collection_name': 'sy_news_finance_mysteel_raw', 'end_time': '1599012838', 'start_time': '1599012793'}  消息处理总量:5条
2020-09-02 at 10:14:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1599012910', 'start_time': '1599012888'}  消息处理总量:2条
2020-09-02 at 10:15:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1599012943', 'start_time': '1599012933'}  消息处理总量:7条
2020-09-02 at 10:16:21 | SUCCESS | 消息内容:{'spider_name': 'hangye_bmlink_marketnews', 'collection_name': 'sy_news_hangye_bmlink_raw', 'end_time': '1599013025', 'start_time': '1599013024'}  消息处理总量:2条
2020-09-02 at 10:17:05 | SUCCESS | 消息内容:{'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1599013026', 'start_time': '1599013024'}  消息处理总量:3条
2020-09-02 at 10:17:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'end_time': '1599013065', 'start_time': '1599013064'}  消息处理总量:2条
2020-09-02 at 10:18:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1599013115', 'start_time': '1599013115'}  消息处理总量:1条
2020-09-02 at 10:19:01 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1599013163', 'start_time': '1599013163'}  消息处理总量:1条
2020-09-02 at 10:19:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_winshang_raw', 'spider_name': 'caijing_winshang_yaowen_all', 'end_time': '1599013143', 'start_time': '1599013099'}  消息处理总量:3条
2020-09-02 at 10:19:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinatimes_raw', 'spider_name': 'caijing_chinatimes_all', 'end_time': '1599013133', 'start_time': '1599013130'}  消息处理总量:0条
2020-09-02 at 10:20:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_bank', 'end_time': '1599013233', 'start_time': '1599013233'}  消息处理总量:1条
2020-09-02 at 10:21:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_eccn_zxzx', 'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1599013279', 'start_time': '1599013279'}  消息处理总量:1条
2020-09-02 at 10:22:01 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599013326', 'start_time': '1599013305'}  消息处理总量:2条
2020-09-02 at 10:22:41 | SUCCESS | 消息内容:{'spider_name': 'caijing_zhicheng_caijing', 'collection_name': 'sy_news_finance_zhicheng_raw', 'end_time': '1599013364', 'start_time': '1599013355'}  消息处理总量:6条
2020-09-02 at 10:22:49 | SUCCESS | 消息内容:{'spider_name': 'caijing_cyzone_zuixin', 'collection_name': 'sy_news_finance_cyzone_raw', 'end_time': '1599013384', 'start_time': '1599013384'}  消息处理总量:1条
2020-09-02 at 10:23:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1599013407', 'start_time': '1599013397'}  消息处理总量:0条
2020-09-02 at 10:23:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1599013433', 'start_time': '1599013429'}  消息处理总量:7条
2020-09-02 at 10:24:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_smm_raw', 'spider_name': 'hangye_smm_news', 'end_time': '1599013504', 'start_time': '1599013504'}  消息处理总量:1条
2020-09-02 at 10:24:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1599013490', 'start_time': '1599013482'}  消息处理总量:5条
2020-09-02 at 10:24:42 | SUCCESS | 消息内容:{'spider_name': 'hangye_semiinsights_news', 'collection_name': 'sy_news_hangye_semiinsights_raw', 'end_time': '1599013528', 'start_time': '1599013528'}  消息处理总量:1条
2020-09-02 at 10:25:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ofweek_raw', 'spider_name': 'hangye_ofweek_shichang', 'end_time': '1599013576', 'start_time': '1599013576'}  消息处理总量:1条
2020-09-02 at 10:26:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_ccmn_raw', 'spider_name': 'caijing_ccmn_yaowen', 'end_time': '1599013597', 'start_time': '1599013594'}  消息处理总量:4条
2020-09-02 at 10:27:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1599013641', 'start_time': '1599013635'}  消息处理总量:3条
2020-09-02 at 10:27:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_591hx_stock_all', 'collection_name': 'sy_news_finance_591hx_raw', 'end_time': '1599013528', 'start_time': '1599013528'}  消息处理总量:1条
2020-09-02 at 10:28:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs_all', 'end_time': '1599013722', 'start_time': '1599013722'}  消息处理总量:1条
2020-09-02 at 10:29:04 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1599013759', 'start_time': '1599013756'}  消息处理总量:6条
2020-09-02 at 10:29:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'end_time': '1599013818', 'start_time': '1599013817'}  消息处理总量:2条
2020-09-02 at 10:30:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_solidwaste_raw', 'spider_name': 'hangye_solidwaste_news', 'end_time': '1599013886', 'start_time': '1599013886'}  消息处理总量:1条
2020-09-02 at 10:31:14 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1599013899', 'start_time': '1599013888'}  消息处理总量:0条
2020-09-02 at 10:31:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1599013925', 'start_time': '1599013918'}  消息处理总量:13条
2020-09-02 at 10:32:51 | SUCCESS | 消息内容:{'spider_name': 'caijing_ccidcom_all', 'collection_name': 'sy_news_finance_ccidcom_raw', 'end_time': '1599013975', 'start_time': '1599013975'}  消息处理总量:1条
2020-09-02 at 10:33:49 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1599014043', 'start_time': '1599014034'}  消息处理总量:6条
2020-09-02 at 10:34:40 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1599014093', 'start_time': '1599014092'}  消息处理总量:2条
2020-09-02 at 10:35:25 | SUCCESS | 消息内容:{'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw', 'end_time': '1599014129', 'start_time': '1599014123'}  消息处理总量:2条
2020-09-02 at 10:37:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_port_raw', 'spider_name': 'caijing_port_hangyezixun_all', 'end_time': '1599014208', 'start_time': '1599014103'}  消息处理总量:11条
2020-09-02 at 10:37:40 | SUCCESS | 消息内容:{'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1599014247', 'start_time': '1599014244'}  消息处理总量:3条
2020-09-02 at 10:38:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599014307', 'start_time': '1599014304'}  消息处理总量:3条
