2020-08-21 at 10:30:35 | SUCCESS | 消息内容:{'end_time': '1597975074', 'start_time': '1597975074', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_whdd'}  消息处理总量:1条
2020-08-21 at 12:55:49 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_xsb', 'end_time': '1597985767', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597985767'}  消息处理总量:0条
2020-08-21 at 12:56:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_stonesm_raw', 'end_time': '1597985845', 'spider_name': 'hangye_stonesm_news', 'start_time': '1597985844'}  消息处理总量:2条
2020-08-21 at 12:56:54 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1597985827', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597985829'}  消息处理总量:2条
2020-08-21 at 12:58:56 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_chanjing', 'end_time': '1597985951', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597985944'}  消息处理总量:5条
2020-08-21 at 12:59:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597985959', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'start_time': '1597985880'}  消息处理总量:11条
2020-08-21 at 12:59:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1597985995', 'end_time': '1597986000'}  消息处理总量:10条
2020-08-21 at 13:00:15 | SUCCESS | 消息内容:{'spider_name': 'caijing_caixin_companies', 'end_time': '1597986034', 'start_time': '1597986032', 'collection_name': 'sy_news_finance_caixin_raw'}  消息处理总量:3条
2020-08-21 at 13:01:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597986040', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1597986008'}  消息处理总量:17条
2020-08-21 at 13:02:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_ccidcom_all', 'start_time': '1597986120', 'collection_name': 'sy_news_finance_ccidcom_raw', 'end_time': '1597986120'}  消息处理总量:1条
2020-08-21 at 13:03:45 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_gegu', 'end_time': '1597986244', 'start_time': '1597986241', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:5条
2020-08-21 at 13:06:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sipf_raw', 'end_time': '1597986351', 'spider_name': 'caijing_sipf_gnjj', 'start_time': '1597986308'}  消息处理总量:13条
2020-08-21 at 13:06:59 | SUCCESS | 消息内容:{'end_time': '1597986419', 'spider_name': 'caijing_cs_cjyw', 'start_time': '1597986419', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-08-21 at 13:07:06 | SUCCESS | 消息内容:{'end_time': '1597986428', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1597986419', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:9条
2020-08-21 at 13:10:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597986652', 'spider_name': 'caijing_sina_guonei', 'start_time': '1597986651'}  消息处理总量:2条
2020-08-21 at 13:11:33 | SUCCESS | 消息内容:{'end_time': '1597986673', 'start_time': '1597986664', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:4条
2020-08-21 at 13:12:29 | SUCCESS | 消息内容:{'spider_name': 'caijing_stcn_gs', 'end_time': '1597986761', 'collection_name': 'sy_news_finance_stcn_raw', 'start_time': '1597986753'}  消息处理总量:7条
2020-08-21 at 13:13:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnautonews_raw', 'end_time': '1597986528', 'spider_name': 'caijing_cnautonews_all', 'start_time': '1597986523'}  消息处理总量:7条
2020-08-21 at 13:17:20 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1597987044', 'end_time': '1597987051'}  消息处理总量:7条
2020-08-21 at 13:17:49 | SUCCESS | 消息内容:{'end_time': '1597987075', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1597987066', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:7条
2020-08-21 at 13:17:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_blog_raw', 'end_time': '1597987021', 'spider_name': 'caijing_sina_blog', 'start_time': '1597986969'}  消息处理总量:3条
2020-08-21 at 13:19:18 | SUCCESS | 消息内容:{'end_time': '1597987173', 'spider_name': 'hangye_people_news', 'start_time': '1597987166', 'collection_name': 'sy_news_hangye_people_raw'}  消息处理总量:11条
2020-08-21 at 13:19:32 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597987116', 'end_time': '1597987151'}  消息处理总量:17条
2020-08-21 at 13:20:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1597987232', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1597987228'}  消息处理总量:3条
2020-08-21 at 13:22:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597987297', 'end_time': '1597987309'}  消息处理总量:20条
2020-08-21 at 13:22:35 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'end_time': '1597987368', 'start_time': '1597987366', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:5条
2020-08-21 at 13:22:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597987370', 'spider_name': 'caijing_eastmoney_jigou_all', 'start_time': '1597987313'}  消息处理总量:7条
2020-08-21 at 13:23:23 | SUCCESS | 消息内容:{'end_time': '1597987431', 'collection_name': 'sy_news_hangye_hqew_raw', 'start_time': '1597987424', 'spider_name': 'hangye_hqew_news'}  消息处理总量:5条
2020-08-21 at 13:23:40 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_ssgs_all', 'end_time': '1597987436', 'start_time': '1597987431', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:7条
2020-08-21 at 13:25:31 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_cyjj', 'start_time': '1597987542', 'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1597987542'}  消息处理总量:2条
2020-08-21 at 13:26:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597987473', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1597987428'}  消息处理总量:47条
2020-08-21 at 13:26:39 | SUCCESS | 消息内容:{'end_time': '1597987610', 'spider_name': 'caijing_sina_guonei', 'start_time': '1597987609', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-08-21 at 13:26:52 | SUCCESS | 消息内容:{'spider_name': 'caijing_10jqka_hyyj', 'start_time': '1597987559', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1597987560'}  消息处理总量:2条
2020-08-21 at 13:27:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1597987617', 'spider_name': 'caijing_huxiu_zixun', 'start_time': '1597987609'}  消息处理总量:4条
2020-08-21 at 13:28:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_blog_raw', 'end_time': '1597987633', 'spider_name': 'caijing_sina_blog', 'start_time': '1597987633'}  消息处理总量:1条
2020-08-21 at 13:28:11 | SUCCESS | 消息内容:{'end_time': '1597987691', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1597987683', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:5条
2020-08-21 at 13:29:23 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_ssgs', 'start_time': '1597987765', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597987768'}  消息处理总量:5条
2020-08-21 at 13:30:19 | SUCCESS | 消息内容:{'end_time': '1597987833', 'spider_name': 'caijing_nbd_gongsi_all', 'start_time': '1597987832', 'collection_name': 'sy_news_finance_nbd_raw'}  消息处理总量:2条
2020-08-21 at 13:31:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597987893', 'spider_name': 'caijing_sina_guonei', 'start_time': '1597987892'}  消息处理总量:2条
2020-08-21 at 13:31:56 | SUCCESS | 消息内容:{'end_time': '1597987938', 'start_time': '1597987935', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:0条
2020-08-21 at 13:32:31 | SUCCESS | 消息内容:{'end_time': '1597987956', 'spider_name': 'caijing_36kr_zixun', 'start_time': '1597987956', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:1条
2020-08-21 at 13:34:07 | SUCCESS | 消息内容:{'end_time': '1597988033', 'start_time': '1597987952', 'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:15条
2020-08-21 at 13:34:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597988035', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1597988024'}  消息处理总量:18条
2020-08-21 at 13:34:35 | SUCCESS | 消息内容:{'end_time': '1597988111', 'spider_name': 'hangye_smm_news', 'start_time': '1597988111', 'collection_name': 'sy_news_hangye_smm_raw'}  消息处理总量:1条
2020-08-21 at 13:34:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_smm_raw', 'end_time': '1597988065', 'spider_name': 'caijing_smm_yaowen', 'start_time': '1597988063'}  消息处理总量:3条
2020-08-21 at 13:36:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mycaijing_raw', 'end_time': '1597988214', 'spider_name': 'caijing_mycaijing_Agu', 'start_time': '1597988214'}  消息处理总量:1条
2020-08-21 at 13:39:59 | ERROR | Traceback (most recent call last):
  File "consumer.py", line 26, in callback
    return Processing(msg).process_data(channel, method)
  File "/database/dwd_news_yq/bin/process_data.py", line 918, in process_data
    time.sleep(1)
KeyboardInterrupt

2020-08-21 at 14:29:38 | WARNING | 处理超时消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597988141', 'start_time': '1597988115', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:42条
2020-08-21 at 14:32:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597988161', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1597988134'}  消息处理总量:40条
2020-08-21 at 14:32:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_gmw_raw', 'end_time': '1597988249', 'spider_name': 'caijing_gmw_jjpd', 'start_time': '1597988249'}  消息处理总量:1条
2020-08-21 at 14:32:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1597988256', 'start_time': '1597988256', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:1条
2020-08-21 at 14:33:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1597988268', 'spider_name': 'caijing_cs_gongsi', 'start_time': '1597988267'}  消息处理总量:3条
2020-08-21 at 14:33:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597988306', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1597988306'}  消息处理总量:1条
2020-08-21 at 14:34:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597988387', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1597988385'}  消息处理总量:4条
2020-08-21 at 14:34:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_port_raw', 'end_time': '1597988405', 'start_time': '1597988405', 'spider_name': 'caijing_port_hangyezixun_all'}  消息处理总量:1条
2020-08-21 at 14:35:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_chinaautonews_raw', 'end_time': '1597988497', 'spider_name': 'hangye_chinaautonews_news', 'start_time': '1597988492'}  消息处理总量:10条
2020-08-21 at 14:35:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ledinside_raw', 'end_time': '1597988505', 'start_time': '1597988505', 'spider_name': 'hangye_ledinside_news'}  消息处理总量:1条
2020-08-21 at 14:35:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1597988601', 'start_time': '1597988601', 'spider_name': 'caijing_10jqka_cjyw'}  消息处理总量:1条
2020-08-21 at 14:35:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1597988645', 'start_time': '1597988635', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:0条
2020-08-21 at 14:37:51 | ERROR | Traceback (most recent call last):
  File "consumer.py", line 26, in callback
    return Processing(msg).process_data(channel, method)
  File "/database/dwd_news_yq/bin/process_data.py", line 918, in process_data
    time.sleep(1)
KeyboardInterrupt

2020-08-21 at 14:48:34 | SUCCESS | 消息内容:{'end_time': '1597988645', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1597988623', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:21条
2020-08-21 at 14:48:44 | SUCCESS | 消息内容:{'end_time': '1597988643', 'start_time': '1597988643', 'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:1条
2020-08-21 at 14:50:27 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597988667', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597988697'}  消息处理总量:35条
2020-08-21 at 14:50:48 | SUCCESS | 消息内容:{'end_time': '1597988675', 'start_time': '1597988674', 'spider_name': 'caijing_guandian_news_all', 'collection_name': 'sy_news_finance_guandian_raw'}  消息处理总量:2条
2020-08-21 at 14:51:01 | ERROR | Traceback (most recent call last):
  File "consumer.py", line 26, in callback
    return Processing(msg).process_data(channel, method)
  File "/database/dwd_news_yq/bin/process_data.py", line 937, in process_data
KeyboardInterrupt

2020-08-21 at 14:51:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_mei_all', 'start_time': '1597988723', 'collection_name': 'sy_news_finance_mei_raw', 'end_time': '1597988727'}  消息处理总量:4条
2020-08-21 at 14:51:28 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_jigou_all', 'start_time': '1597988525', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597988549'}  消息处理总量:3条
2020-08-21 at 14:51:33 | SUCCESS | 消息内容:{'spider_name': 'hangye_dcement_news', 'start_time': '1597988783', 'end_time': '1597988783', 'collection_name': 'sy_news_hangye_dcement_raw'}  消息处理总量:1条
2020-08-21 at 14:51:48 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1597988925', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597988927'}  消息处理总量:4条
2020-08-21 at 14:51:52 | ERROR | Traceback (most recent call last):
  File "consumer.py", line 26, in callback
    return Processing(msg).process_data(channel, method)
  File "/database/dwd_news_yq/bin/process_data.py", line 955, in process_data
    time.sleep(1)
KeyboardInterrupt

2020-08-21 at 14:52:43 | SUCCESS | 消息内容:{'end_time': '1597988988', 'start_time': '1597988982', 'spider_name': 'caijing_southmoney_caijingyaowen', 'collection_name': 'sy_news_finance_southmoney_raw'}  消息处理总量:5条
2020-08-21 at 14:53:15 | SUCCESS | 消息内容:{'start_time': '1597989037', 'end_time': '1597989045', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:8条
2020-08-21 at 14:53:38 | SUCCESS | 消息内容:{'end_time': '1597988997', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597988980', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:23条
2020-08-21 at 14:53:46 | SUCCESS | 消息内容:{'end_time': '1597989186', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597989178', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:0条
2020-08-21 at 14:53:49 | SUCCESS | 消息内容:{'start_time': '1597989047', 'end_time': '1597989052', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:12条
2020-08-21 at 14:53:57 | SUCCESS | 消息内容:{'start_time': '1597988978', 'end_time': '1597988991', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:24条
2020-08-21 at 14:53:58 | SUCCESS | 消息内容:{'end_time': '1597989192', 'collection_name': 'sy_news_finance_chinatimes_raw', 'start_time': '1597989192', 'spider_name': 'caijing_chinatimes_all'}  消息处理总量:1条
2020-08-21 at 14:54:04 | SUCCESS | 消息内容:{'end_time': '1597989297', 'collection_name': 'sy_news_finance_ce_raw', 'start_time': '1597989297', 'spider_name': 'caijing_ce_gsdt'}  消息处理总量:1条
2020-08-21 at 14:54:13 | SUCCESS | 消息内容:{'end_time': '1597989353', 'collection_name': 'sy_news_finance_jiemian_raw', 'start_time': '1597989353', 'spider_name': 'caijing_jiemian_jt'}  消息处理总量:1条
2020-08-21 at 14:54:24 | SUCCESS | 消息内容:{'end_time': '1597989493', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1597989492', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:2条
2020-08-21 at 14:54:25 | SUCCESS | 消息内容:{'start_time': '1597989226', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1597989234', 'spider_name': 'caijing_yuncaijing_neican'}  消息处理总量:9条
2020-08-21 at 14:54:27 | SUCCESS | 消息内容:{'end_time': '1597989515', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1597989515', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:1条
2020-08-21 at 14:54:35 | SUCCESS | 消息内容:{'end_time': '1597989231', 'start_time': '1597989226', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:9条
2020-08-21 at 14:54:44 | SUCCESS | 消息内容:{'end_time': '1597989588', 'collection_name': 'sy_news_finance_abi_raw', 'start_time': '1597989576', 'spider_name': 'caijing_abi_zixun'}  消息处理总量:6条
2020-08-21 at 14:54:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597989579', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1597989573'}  消息处理总量:9条
2020-08-21 at 14:54:56 | SUCCESS | 消息内容:{'start_time': '1597989725', 'spider_name': 'caijing_eastmoney_czggng', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597989725'}  消息处理总量:2条
2020-08-21 at 14:55:00 | SUCCESS | 消息内容:{'start_time': '1597989758', 'collection_name': 'sy_news_hangye_cnmn_raw', 'spider_name': 'hangye_cnmn_news', 'end_time': '1597989758'}  消息处理总量:1条
2020-08-21 at 14:55:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_people_raw', 'start_time': '1597989755', 'end_time': '1597989756', 'spider_name': 'hangye_people_news'}  消息处理总量:2条
2020-08-21 at 14:55:26 | SUCCESS | 消息内容:{'end_time': '1597989679', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597989650', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:17条
2020-08-21 at 14:55:37 | SUCCESS | 消息内容:{'end_time': '1597989799', 'collection_name': 'sy_news_finance_chinapower_raw', 'start_time': '1597989798', 'spider_name': 'caijing_chinapower_guonei'}  消息处理总量:2条
2020-08-21 at 14:55:44 | SUCCESS | 消息内容:{'end_time': '1597989846', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597989846', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:1条
2020-08-21 at 14:55:46 | SUCCESS | 消息内容:{'end_time': '1597989593', 'start_time': '1597989516', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:27条
2020-08-21 at 14:56:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597989719', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597989741'}  消息处理总量:16条
2020-08-21 at 14:56:22 | SUCCESS | 消息内容:{'end_time': '1597989904', 'start_time': '1597989904', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:1条
2020-08-21 at 14:56:33 | SUCCESS | 消息内容:{'end_time': '1597989979', 'start_time': '1597989979', 'spider_name': 'caijing_cyzone_all', 'collection_name': 'sy_news_finance_cyzone_raw'}  消息处理总量:1条
2020-08-21 at 14:56:33 | SUCCESS | 消息内容:{'end_time': '1597989802', 'collection_name': 'sy_news_finance_10jqka_raw', 'start_time': '1597989802', 'spider_name': 'caijing_10jqka_cjyw'}  消息处理总量:1条
2020-08-21 at 14:56:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'start_time': '1597989962', 'spider_name': 'caijing_china_zq', 'end_time': '1597989964'}  消息处理总量:4条
2020-08-21 at 14:56:43 | SUCCESS | 消息内容:{'start_time': '1597990066', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'end_time': '1597990066'}  消息处理总量:1条
2020-08-21 at 14:56:49 | SUCCESS | 消息内容:{'start_time': '1597990098', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1597990100', 'spider_name': 'caijing_cs_gongsi'}  消息处理总量:2条
2020-08-21 at 14:56:51 | SUCCESS | 消息内容:{'start_time': '1597989854', 'end_time': '1597989856', 'spider_name': 'caijing_eastmoney_ganggu', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:4条
2020-08-21 at 14:56:53 | SUCCESS | 消息内容:{'end_time': '1597989895', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1597989812', 'spider_name': 'caijing_china_chanjing'}  消息处理总量:3条
2020-08-21 at 14:56:54 | SUCCESS | 消息内容:{'start_time': '1597990156', 'end_time': '1597990158', 'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw'}  消息处理总量:2条
2020-08-21 at 14:57:01 | SUCCESS | 消息内容:{'end_time': '1597990167', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597990167', 'spider_name': 'caijing_eastmoney_mingjia_all'}  消息处理总量:1条
2020-08-21 at 14:57:06 | SUCCESS | 消息内容:{'end_time': '1597990246', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1597990246', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:1条
2020-08-21 at 14:57:12 | SUCCESS | 消息内容:{'end_time': '1597990241', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597990241', 'spider_name': 'caijing_eastmoney_whdd'}  消息处理总量:1条
2020-08-21 at 14:57:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'end_time': '1597990157', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1597990146'}  消息处理总量:18条
2020-08-21 at 14:57:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1597990325', 'end_time': '1597990325', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-08-21 at 14:57:43 | SUCCESS | 消息内容:{'end_time': '1597990231', 'start_time': '1597990218', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:21条
2020-08-21 at 14:57:52 | SUCCESS | 消息内容:{'start_time': '1597990364', 'end_time': '1597990364', 'spider_name': 'caijing_sina_blog', 'collection_name': 'sy_news_finance_sina_blog_raw'}  消息处理总量:1条
2020-08-21 at 14:57:57 | SUCCESS | 消息内容:{'end_time': '1597990281', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597990274', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:13条
2020-08-21 at 14:58:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eccn_raw', 'start_time': '1597990308', 'end_time': '1597990308', 'spider_name': 'caijing_eccn_zxzx'}  消息处理总量:1条
2020-08-21 at 14:58:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597990475', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1597990475'}  消息处理总量:1条
2020-08-21 at 14:58:15 | SUCCESS | 消息内容:{'end_time': '1597990462', 'collection_name': 'sy_news_finance_qianlong_raw', 'start_time': '1597990453', 'spider_name': 'caijing_qianlong_jingji'}  消息处理总量:7条
2020-08-21 at 14:58:16 | SUCCESS | 消息内容:{'end_time': '1597990466', 'start_time': '1597990463', 'spider_name': 'caijing_china_quyu', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:5条
2020-08-21 at 14:58:18 | SUCCESS | 消息内容:{'end_time': '1597990519', 'collection_name': 'sy_news_finance_xueqiu_raw', 'start_time': '1597990519', 'spider_name': 'caijing_xueqiu_hs'}  消息处理总量:1条
2020-08-21 at 14:58:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_bjx_raw', 'start_time': '1597990517', 'spider_name': 'hangye_bjx_yaowen', 'end_time': '1597990519'}  消息处理总量:4条
2020-08-21 at 14:58:26 | SUCCESS | 消息内容:{'start_time': '1597990675', 'end_time': '1597990676', 'collection_name': 'sy_news_finance_smm_raw', 'spider_name': 'caijing_smm_yaowen'}  消息处理总量:2条
2020-08-21 at 14:58:37 | SUCCESS | 消息内容:{'end_time': '1597990599', 'start_time': '1597990596', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:7条
2020-08-21 at 14:58:40 | SUCCESS | 消息内容:{'start_time': '1597990770', 'end_time': '1597990770', 'spider_name': 'caijing_caijing_industry', 'collection_name': 'sy_news_finance_caijing_raw'}  消息处理总量:1条
2020-08-21 at 14:58:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_csi_raw', 'end_time': '1597990742', 'spider_name': 'caijing_csi_yeneizixun_all', 'start_time': '1597990739'}  消息处理总量:2条
2020-08-21 at 14:58:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_dcement_raw', 'start_time': '1597990852', 'spider_name': 'caijing_dcement_zixun', 'end_time': '1597990852'}  消息处理总量:1条
2020-08-21 at 14:59:01 | SUCCESS | 消息内容:{'start_time': '1597990874', 'collection_name': 'sy_news_finance_sohu_raw', 'spider_name': 'caijing_sohu_hs', 'end_time': '1597990875'}  消息处理总量:2条
2020-08-21 at 14:59:07 | SUCCESS | 消息内容:{'end_time': '1597990636', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597990624', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:20条
2020-08-21 at 14:59:07 | SUCCESS | 消息内容:{'start_time': '1597990791', 'end_time': '1597990801', 'spider_name': 'caijing_eastmoney_ganggu', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:10条
