2020-07-13 at 16:03:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinaventure_raw', 'start_time': '1594627326', 'end_time': '1594627331', 'spider_name': 'caijing_chinaventure_tuijian'}  消息处理总量:2条
2020-07-13 at 20:44:23 | SUCCESS | 消息内容:{'start_time': '1594644273', 'end_time': '1594644273', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:2条
2020-07-13 at 20:44:42 | SUCCESS | 消息内容:{'end_time': '1594644273', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1594644273', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:1条
2020-07-13 at 20:44:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594644297', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594644296'}  消息处理总量:2条
2020-07-13 at 20:45:44 | SUCCESS | 消息内容:{'start_time': '1594644352', 'end_time': '1594644352', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_cyjj'}  消息处理总量:1条
2020-07-13 at 20:45:57 | SUCCESS | 消息内容:{'end_time': '1594644366', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1594644364', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:3条
2020-07-13 at 20:46:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594644380', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1594644375'}  消息处理总量:5条
2020-07-13 at 20:46:59 | SUCCESS | 消息内容:{'start_time': '1594644414', 'end_time': '1594644425', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:3条
2020-07-13 at 20:47:47 | SUCCESS | 消息内容:{'end_time': '1594644415', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594644415', 'spider_name': 'caijing_eastmoney_wh'}  消息处理总量:1条
2020-07-13 at 20:48:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1594644470', 'spider_name': 'caijing_36kr_zixun', 'start_time': '1594644470'}  消息处理总量:1条
2020-07-13 at 20:48:19 | SUCCESS | 消息内容:{'end_time': '1594644515', 'start_time': '1594644515', 'collection_name': 'sy_news_finance_yicai_raw', 'spider_name': 'caijing_yicai_Agu'}  消息处理总量:1条
2020-07-13 at 20:48:34 | SUCCESS | 消息内容:{'end_time': '1594644527', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1594644524', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:4条
2020-07-13 at 20:49:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1594644575', 'spider_name': 'caijing_jrj_ss', 'end_time': '1594644576'}  消息处理总量:2条
2020-07-13 at 20:49:47 | SUCCESS | 消息内容:{'end_time': '1594644599', 'start_time': '1594644598', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gongsi'}  消息处理总量:2条
2020-07-13 at 20:49:57 | SUCCESS | 消息内容:{'end_time': '1594644608', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594644608', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-13 at 20:50:15 | SUCCESS | 消息内容:{'end_time': '1594644626', 'start_time': '1594644626', 'spider_name': 'caijing_cnstock_ssgs', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:1条
2020-07-13 at 20:50:22 | SUCCESS | 消息内容:{'end_time': '1594644626', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594644626', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-13 at 20:50:23 | SUCCESS | 消息内容:{'end_time': '1594644635', 'start_time': '1594644634', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:3条
2020-07-13 at 20:50:53 | SUCCESS | 消息内容:{'end_time': '1594644661', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594644659'}  消息处理总量:3条
2020-07-13 at 20:52:25 | SUCCESS | 消息内容:{'start_time': '1594644755', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1594644756', 'spider_name': 'caijing_cs_gsxw'}  消息处理总量:2条
2020-07-13 at 20:52:36 | SUCCESS | 消息内容:{'end_time': '1594644766', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1594644765', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:2条
2020-07-13 at 20:53:19 | SUCCESS | 消息内容:{'start_time': '1594644776', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1594644776'}  消息处理总量:1条
2020-07-13 at 20:53:41 | SUCCESS | 消息内容:{'end_time': '1594644834', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1594644834', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:1条
2020-07-13 at 20:53:45 | SUCCESS | 消息内容:{'start_time': '1594644804', 'end_time': '1594644813', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:15条
2020-07-13 at 20:54:01 | SUCCESS | 消息内容:{'end_time': '1594644855', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1594644854'}  消息处理总量:2条
2020-07-13 at 20:55:13 | SUCCESS | 消息内容:{'end_time': '1594644915', 'start_time': '1594644915', 'collection_name': 'sy_news_finance_qq_raw', 'spider_name': 'caijing_qq_chanye'}  消息处理总量:2条
2020-07-13 at 20:55:16 | SUCCESS | 消息内容:{'end_time': '1594644920', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594644918', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:4条
2020-07-13 at 20:56:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594644972', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594644968'}  消息处理总量:2条
2020-07-13 at 20:56:23 | SUCCESS | 消息内容:{'end_time': '1594644989', 'start_time': '1594644984', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:9条
2020-07-13 at 20:56:35 | SUCCESS | 消息内容:{'end_time': '1594644999', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594644994', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:9条
2020-07-13 at 20:56:39 | SUCCESS | 消息内容:{'end_time': '1594644994', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594644988'}  消息处理总量:3条
2020-07-13 at 20:57:42 | SUCCESS | 消息内容:{'start_time': '1594645073', 'end_time': '1594645073', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:1条
2020-07-13 at 20:59:07 | SUCCESS | 消息内容:{'end_time': '1594645151', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1594645144', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:10条
2020-07-13 at 20:59:18 | SUCCESS | 消息内容:{'start_time': '1594645144', 'end_time': '1594645147', 'spider_name': 'caijing_cs_cjyw', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:2条
2020-07-13 at 20:59:31 | SUCCESS | 消息内容:{'end_time': '1594645169', 'start_time': '1594645154', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:9条
2020-07-13 at 20:59:51 | SUCCESS | 消息内容:{'end_time': '1594645198', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1594645195', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:7条
2020-07-13 at 21:00:17 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1594645228', 'start_time': '1594645227', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-07-13 at 21:00:29 | SUCCESS | 消息内容:{'end_time': '1594645236', 'start_time': '1594645234', 'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance'}  消息处理总量:4条
2020-07-13 at 21:00:41 | SUCCESS | 消息内容:{'spider_name': 'caijing_stcn_gs', 'collection_name': 'sy_news_finance_stcn_raw', 'start_time': '1594645254', 'end_time': '1594645255'}  消息处理总量:2条
2020-07-13 at 21:00:46 | SUCCESS | 消息内容:{'end_time': '1594645256', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1594645252', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:7条
2020-07-13 at 21:00:53 | SUCCESS | 消息内容:{'start_time': '1594645255', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1594645259', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:8条
2020-07-13 at 21:01:11 | SUCCESS | 消息内容:{'end_time': '1594645279', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594645277', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-07-13 at 21:01:41 | SUCCESS | 消息内容:{'start_time': '1594645313', 'end_time': '1594645313', 'spider_name': 'caijing_jiemian_zq', 'collection_name': 'sy_news_finance_jiemian_raw'}  消息处理总量:1条
2020-07-13 at 21:01:50 | SUCCESS | 消息内容:{'start_time': '1594645325', 'end_time': '1594645325', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-07-13 at 21:02:11 | SUCCESS | 消息内容:{'end_time': '1594645337', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1594645337', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-13 at 21:02:49 | SUCCESS | 消息内容:{'start_time': '1594645385', 'end_time': '1594645385', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_jigou'}  消息处理总量:1条
2020-07-13 at 21:02:50 | SUCCESS | 消息内容:{'end_time': '1594645382', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'start_time': '1594645382'}  消息处理总量:1条
2020-07-13 at 21:03:47 | SUCCESS | 消息内容:{'end_time': '1594645440', 'spider_name': 'caijing_stockstar_gs', 'start_time': '1594645435', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:4条
2020-07-13 at 21:04:16 | SUCCESS | 消息内容:{'start_time': '1594645455', 'end_time': '1594645455', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:1条
2020-07-13 at 21:04:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1594645447', 'spider_name': 'caijing_jrj_xsb', 'start_time': '1594645425'}  消息处理总量:19条
2020-07-13 at 21:05:04 | SUCCESS | 消息内容:{'end_time': '1594645494', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1594645486', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:3条
2020-07-13 at 21:05:28 | SUCCESS | 消息内容:{'start_time': '1594645519', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'end_time': '1594645538'}  消息处理总量:2条
2020-07-13 at 21:05:52 | SUCCESS | 消息内容:{'start_time': '1594645564', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1594645565', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:2条
2020-07-13 at 21:07:01 | SUCCESS | 消息内容:{'end_time': '1594645633', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1594645633', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-07-13 at 21:09:26 | SUCCESS | 消息内容:{'start_time': '1594645745', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_shichang', 'end_time': '1594645763'}  消息处理总量:17条
2020-07-13 at 21:09:30 | SUCCESS | 消息内容:{'end_time': '1594645785', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1594645785', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-07-13 at 21:09:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1594645774', 'start_time': '1594645764'}  消息处理总量:15条
2020-07-13 at 21:10:22 | SUCCESS | 消息内容:{'end_time': '1594645823', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss', 'start_time': '1594645815'}  消息处理总量:10条
2020-07-13 at 21:10:42 | SUCCESS | 消息内容:{'end_time': '1594645853', 'collection_name': 'sy_news_finance_caijing_raw', 'start_time': '1594645853', 'spider_name': 'caijing_caijing_hongguan'}  消息处理总量:2条
2020-07-13 at 21:10:44 | SUCCESS | 消息内容:{'start_time': '1594645847', 'end_time': '1594645850', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:6条
2020-07-13 at 21:11:00 | SUCCESS | 消息内容:{'end_time': '1594645875', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1594645875'}  消息处理总量:1条
2020-07-13 at 21:11:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1594645914', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1594645922'}  消息处理总量:4条
2020-07-13 at 21:12:02 | SUCCESS | 消息内容:{'end_time': '1594645911', 'start_time': '1594645894', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:21条
2020-07-13 at 21:12:07 | SUCCESS | 消息内容:{'end_time': '1594645907', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594645898', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:16条
2020-07-13 at 21:12:11 | SUCCESS | 消息内容:{'end_time': '1594645942', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1594645942'}  消息处理总量:1条
2020-07-13 at 21:12:28 | SUCCESS | 消息内容:{'end_time': '1594645935', 'spider_name': 'caijing_eastmoney_qqdd', 'start_time': '1594645935', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-13 at 21:12:32 | SUCCESS | 消息内容:{'start_time': '1594645961', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_cyjj', 'end_time': '1594645962'}  消息处理总量:2条
2020-07-13 at 21:13:02 | SUCCESS | 消息内容:{'start_time': '1594645995', 'end_time': '1594645996', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gsxw'}  消息处理总量:3条
2020-07-13 at 21:13:11 | SUCCESS | 消息内容:{'end_time': '1594646004', 'spider_name': 'caijing_sina_guonei', 'start_time': '1594646004', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-07-13 at 21:13:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1594645943', 'spider_name': 'caijing_10jqka_hyyj', 'start_time': '1594645943'}  消息处理总量:1条
2020-07-13 at 21:13:21 | SUCCESS | 消息内容:{'end_time': '1594645989', 'start_time': '1594645989', 'collection_name': 'sy_news_finance_ocn_raw', 'spider_name': 'caijing_ocn_gegu'}  消息处理总量:1条
2020-07-13 at 21:13:35 | SUCCESS | 消息内容:{'end_time': '1594646025', 'spider_name': 'caijing_qq_zhaiquan', 'start_time': '1594646020', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:3条
2020-07-13 at 21:13:49 | SUCCESS | 消息内容:{'end_time': '1594646045', 'start_time': '1594646045', 'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:1条
2020-07-13 at 21:14:20 | SUCCESS | 消息内容:{'start_time': '1594646044', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1594646055', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:14条
2020-07-13 at 21:14:22 | SUCCESS | 消息内容:{'end_time': '1594646076', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1594646076', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-13 at 21:14:28 | SUCCESS | 消息内容:{'end_time': '1594646080', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1594646079'}  消息处理总量:2条
2020-07-13 at 21:14:42 | SUCCESS | 消息内容:{'end_time': '1594646077', 'start_time': '1594646074', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:2条
2020-07-13 at 21:15:01 | SUCCESS | 消息内容:{'end_time': '1594646112', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594646112', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-13 at 21:15:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'start_time': '1594646110', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1594646132'}  消息处理总量:3条
2020-07-13 at 21:16:44 | SUCCESS | 消息内容:{'start_time': '1594646208', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1594646211', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:6条
2020-07-13 at 21:17:11 | SUCCESS | 消息内容:{'end_time': '1594646237', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594646234', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:5条
2020-07-13 at 21:18:22 | SUCCESS | 消息内容:{'start_time': '1594646249', 'end_time': '1594646249', 'spider_name': 'caijing_eastmoney_wh', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-13 at 21:18:26 | SUCCESS | 消息内容:{'start_time': '1594646313', 'end_time': '1594646313', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:1条
2020-07-13 at 21:18:31 | SUCCESS | 消息内容:{'end_time': '1594646326', 'spider_name': 'caijing_yicai_Agu', 'start_time': '1594646326', 'collection_name': 'sy_news_finance_yicai_raw'}  消息处理总量:1条
2020-07-13 at 21:19:25 | SUCCESS | 消息内容:{'start_time': '1594646332', 'collection_name': 'sy_news_finance_jschina_raw', 'spider_name': 'caijing_jschina_jryw', 'end_time': '1594646337'}  消息处理总量:6条
2020-07-13 at 21:19:34 | SUCCESS | 消息内容:{'end_time': '1594646384', 'start_time': '1594646383', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:3条
2020-07-13 at 21:19:52 | SUCCESS | 消息内容:{'end_time': '1594646385', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1594646385', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:1条
2020-07-13 at 21:20:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1594646405', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1594646410'}  消息处理总量:9条
2020-07-13 at 21:20:30 | SUCCESS | 消息内容:{'end_time': '1594646444', 'start_time': '1594646444', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:1条
2020-07-13 at 21:20:46 | SUCCESS | 消息内容:{'end_time': '1594646444', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1594646435', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:16条
2020-07-13 at 21:20:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594646466', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1594646468'}  消息处理总量:3条
2020-07-13 at 21:21:31 | SUCCESS | 消息内容:{'end_time': '1594646503', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1594646502', 'spider_name': 'caijing_hexun_kcb'}  消息处理总量:2条
2020-07-13 at 21:21:35 | SUCCESS | 消息内容:{'start_time': '1594646495', 'end_time': '1594646499', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:6条
2020-07-13 at 21:21:40 | SUCCESS | 消息内容:{'end_time': '1594646482', 'collection_name': 'sy_news_finance_591hx_raw', 'spider_name': 'caijing_591hx_scjh', 'start_time': '1594646482'}  消息处理总量:1条
2020-07-13 at 21:21:47 | SUCCESS | 消息内容:{'end_time': '1594646517', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594646517', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-07-13 at 21:22:03 | SUCCESS | 消息内容:{'end_time': '1594646535', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1594646534'}  消息处理总量:3条
2020-07-13 at 21:22:20 | SUCCESS | 消息内容:{'end_time': '1594646549', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1594646548', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-07-13 at 21:22:55 | SUCCESS | 消息内容:{'start_time': '1594646553', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_hyyj', 'end_time': '1594646553'}  消息处理总量:1条
2020-07-13 at 21:23:02 | SUCCESS | 消息内容:{'start_time': '1594646472', 'end_time': '1594646519', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:70条
2020-07-13 at 21:23:19 | SUCCESS | 消息内容:{'end_time': '1594646615', 'spider_name': 'caijing_cs_gsxw', 'start_time': '1594646615', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-07-13 at 21:24:02 | SUCCESS | 消息内容:{'end_time': '1594646636', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594646636'}  消息处理总量:1条
2020-07-13 at 21:24:07 | SUCCESS | 消息内容:{'end_time': '1594646656', 'start_time': '1594646654', 'collection_name': 'sy_news_finance_stockstar_raw', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:5条
2020-07-13 at 21:24:34 | SUCCESS | 消息内容:{'end_time': '1594646691', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1594646691', 'spider_name': 'caijing_cs_hyzx'}  消息处理总量:1条
2020-07-13 at 21:25:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1594646694', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1594646710'}  消息处理总量:20条
2020-07-13 at 21:25:58 | SUCCESS | 消息内容:{'start_time': '1594646723', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1594646726', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:2条
2020-07-13 at 21:26:02 | SUCCESS | 消息内容:{'end_time': '1594646742', 'collection_name': 'sy_news_finance_huxiu_raw', 'start_time': '1594646742', 'spider_name': 'caijing_huxiu_zixun'}  消息处理总量:1条
2020-07-13 at 21:27:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1594646814', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1594646829'}  消息处理总量:11条
2020-07-13 at 21:28:55 | SUCCESS | 消息内容:{'end_time': '1594646697', 'start_time': '1594646694', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_chanjing'}  消息处理总量:3条
2020-07-13 at 21:29:23 | SUCCESS | 消息内容:{'end_time': '1594646944', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'start_time': '1594646944'}  消息处理总量:1条
2020-07-13 at 21:29:34 | SUCCESS | 消息内容:{'end_time': '1594646986', 'collection_name': 'sy_news_hangye_people_raw', 'start_time': '1594646972', 'spider_name': 'hangye_people_news'}  消息处理总量:15条
2020-07-13 at 21:30:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_ifeng_raw', 'spider_name': 'caijing_ifeng_hongguan', 'end_time': '1594647006', 'start_time': '1594647004'}  消息处理总量:5条
2020-07-13 at 21:30:58 | SUCCESS | 消息内容:{'end_time': '1594647058', 'spider_name': 'caijing_jrj_ss', 'start_time': '1594647054', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:9条
2020-07-13 at 21:31:38 | SUCCESS | 消息内容:{'end_time': '1594647091', 'start_time': '1594647082', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:17条
2020-07-13 at 21:32:12 | SUCCESS | 消息内容:{'start_time': '1594647138', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1594647144', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-07-13 at 21:32:24 | SUCCESS | 消息内容:{'end_time': '1594647178', 'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1594647178', 'spider_name': 'hangye_autohome_news'}  消息处理总量:1条
2020-07-13 at 21:32:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1594647161', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1594647154'}  消息处理总量:6条
2020-07-13 at 21:32:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'end_time': '1594647165', 'start_time': '1594647165'}  消息处理总量:2条
2020-07-13 at 21:32:54 | SUCCESS | 消息内容:{'end_time': '1594647186', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'start_time': '1594647159', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:4条
2020-07-13 at 21:32:59 | SUCCESS | 消息内容:{'end_time': '1594647190', 'start_time': '1594647189', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-07-13 at 21:33:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1594647209', 'start_time': '1594647208'}  消息处理总量:2条
2020-07-13 at 21:34:30 | SUCCESS | 消息内容:{'end_time': '1594647284', 'spider_name': 'caijing_jrj_xsb', 'start_time': '1594647284', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-07-13 at 21:34:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1594647305', 'spider_name': 'caijing_thepaper_cjgs', 'start_time': '1594647305'}  消息处理总量:1条
2020-07-13 at 21:34:56 | SUCCESS | 消息内容:{'start_time': '1594647265', 'spider_name': 'caijing_stockstar_gs', 'end_time': '1594647266', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:5条
2020-07-13 at 21:35:13 | SUCCESS | 消息内容:{'end_time': '1594647316', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1594647312', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:7条
2020-07-13 at 21:35:21 | SUCCESS | 消息内容:{'end_time': '1594647314', 'start_time': '1594647314', 'spider_name': 'caijing_cs_cjyw', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
