2020-07-09 at 10:40:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_stonesm_raw', 'start_time': '1594259733', 'end_time': '1594259733', 'spider_name': 'hangye_stonesm_news'}  消息处理总量:1条
2020-07-10 at 08:37:10 | SUCCESS | 消息内容:{'end_time': '1594341462', 'start_time': '1594341462', 'collection_name': 'sy_news_hangye_cenews_raw', 'spider_name': 'hangye_cenews_yaowen'}  消息处理总量:1条
2020-07-10 at 08:37:40 | SUCCESS | 消息内容:{'start_time': '1594341428', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1594341443', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:21条
2020-07-10 at 08:37:50 | SUCCESS | 消息内容:{'end_time': '1594341482', 'start_time': '1594341482', 'spider_name': 'caijing_caixin_companies', 'collection_name': 'sy_news_finance_caixin_raw'}  消息处理总量:1条
2020-07-10 at 08:38:44 | SUCCESS | 消息内容:{'start_time': '1594341477', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1594341493'}  消息处理总量:26条
2020-07-10 at 08:39:09 | SUCCESS | 消息内容:{'end_time': '1594341534', 'start_time': '1594341534', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_zqzx'}  消息处理总量:1条
2020-07-10 at 08:39:32 | SUCCESS | 消息内容:{'start_time': '1594341582', 'end_time': '1594341582', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-07-10 at 08:39:53 | SUCCESS | 消息内容:{'end_time': '1594341605', 'start_time': '1594341605', 'spider_name': 'caijing_eastmoney_chydd', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 08:39:59 | SUCCESS | 消息内容:{'start_time': '1594341580', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1594341598', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-07-10 at 08:40:19 | SUCCESS | 消息内容:{'end_time': '1594341624', 'start_time': '1594341569', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:6条
2020-07-10 at 08:40:45 | SUCCESS | 消息内容:{'start_time': '1594341653', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1594341654'}  消息处理总量:2条
2020-07-10 at 08:41:13 | SUCCESS | 消息内容:{'end_time': '1594341685', 'start_time': '1594341685', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:1条
2020-07-10 at 08:41:33 | SUCCESS | 消息内容:{'start_time': '1594341703', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_kcb', 'end_time': '1594341703'}  消息处理总量:2条
2020-07-10 at 08:41:54 | SUCCESS | 消息内容:{'end_time': '1594341723', 'start_time': '1594341722', 'spider_name': 'caijing_caijing_industry', 'collection_name': 'sy_news_finance_caijing_raw'}  消息处理总量:2条
2020-07-10 at 08:42:27 | SUCCESS | 消息内容:{'start_time': '1594341772', 'collection_name': 'sy_news_hangye_cenews_raw', 'spider_name': 'hangye_cenews_yaowen', 'end_time': '1594341774'}  消息处理总量:4条
2020-07-10 at 08:42:32 | SUCCESS | 消息内容:{'end_time': '1594341760', 'start_time': '1594341760', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_whdd'}  消息处理总量:1条
2020-07-10 at 08:42:40 | SUCCESS | 消息内容:{'start_time': '1594341753', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1594341753'}  消息处理总量:3条
2020-07-10 at 08:42:53 | SUCCESS | 消息内容:{'end_time': '1594341774', 'start_time': '1594341773', 'spider_name': 'caijing_southmoney_caijingyaowen', 'collection_name': 'sy_news_finance_southmoney_raw'}  消息处理总量:2条
2020-07-10 at 08:42:58 | SUCCESS | 消息内容:{'start_time': '1594341789', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1594341789', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 08:44:11 | SUCCESS | 消息内容:{'end_time': '1594341724', 'start_time': '1594341673', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_jigou_all'}  消息处理总量:4条
2020-07-10 at 08:44:43 | SUCCESS | 消息内容:{'start_time': '1594341893', 'spider_name': 'caijing_sina_guonei', 'end_time': '1594341894', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:2条
2020-07-10 at 08:45:03 | SUCCESS | 消息内容:{'end_time': '1594341909', 'start_time': '1594341909', 'collection_name': 'sy_news_finance_cnlist_raw', 'spider_name': 'caijing_cnlist_cjxw'}  消息处理总量:1条
2020-07-10 at 08:45:09 | SUCCESS | 消息内容:{'start_time': '1594341906', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1594341906'}  消息处理总量:1条
2020-07-10 at 08:45:28 | SUCCESS | 消息内容:{'end_time': '1594341940', 'start_time': '1594341940', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:1条
2020-07-10 at 08:45:43 | SUCCESS | 消息内容:{'start_time': '1594341956', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_house', 'end_time': '1594341956'}  消息处理总量:1条
2020-07-10 at 08:46:24 | SUCCESS | 消息内容:{'end_time': '1594341991', 'start_time': '1594341988', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:6条
2020-07-10 at 08:46:53 | SUCCESS | 消息内容:{'start_time': '1594341995', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1594341999'}  消息处理总量:2条
2020-07-10 at 08:47:07 | SUCCESS | 消息内容:{'end_time': '1594342037', 'start_time': '1594342037', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gongsi'}  消息处理总量:1条
2020-07-10 at 08:47:37 | SUCCESS | 消息内容:{'end_time': '1594342084', 'start_time': '1594342083', 'spider_name': 'hangye_cenews_yaowen', 'collection_name': 'sy_news_hangye_cenews_raw'}  消息处理总量:3条
2020-07-10 at 08:47:46 | SUCCESS | 消息内容:{'start_time': '1594342048', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1594342056', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:15条
2020-07-10 at 08:47:51 | SUCCESS | 消息内容:{'start_time': '1594342102', 'collection_name': 'sy_news_hangye_smm_raw', 'spider_name': 'hangye_smm_news', 'end_time': '1594342102'}  消息处理总量:1条
2020-07-10 at 08:48:03 | SUCCESS | 消息内容:{'end_time': '1594342075', 'start_time': '1594342075', 'collection_name': 'sy_news_finance_cyzone_raw', 'spider_name': 'caijing_cyzone_zuixin'}  消息处理总量:1条
2020-07-10 at 08:48:32 | SUCCESS | 消息内容:{'start_time': '1594342114', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1594342116', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:4条
2020-07-10 at 08:48:42 | SUCCESS | 消息内容:{'end_time': '1594342131', 'start_time': '1594342131', 'spider_name': 'caijing_eastmoney_whdd', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 08:48:49 | SUCCESS | 消息内容:{'start_time': '1594342122', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1594342122'}  消息处理总量:1条
2020-07-10 at 08:50:13 | SUCCESS | 消息内容:{'end_time': '1594342173', 'start_time': '1594342163', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_hyyj'}  消息处理总量:3条
2020-07-10 at 08:50:50 | SUCCESS | 消息内容:{'start_time': '1594342245', 'spider_name': 'caijing_people_cjcy', 'end_time': '1594342250', 'collection_name': 'sy_news_finance_people_raw'}  消息处理总量:10条
2020-07-10 at 08:51:38 | SUCCESS | 消息内容:{'end_time': '1594342309', 'start_time': '1594342309', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:1条
2020-07-10 at 08:52:11 | SUCCESS | 消息内容:{'start_time': '1594342306', 'end_time': '1594342324', 'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:5条
2020-07-10 at 08:52:33 | SUCCESS | 消息内容:{'end_time': '1594342359', 'start_time': '1594342357', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:4条
2020-07-10 at 08:52:44 | SUCCESS | 消息内容:{'start_time': '1594342336', 'end_time': '1594342356', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:7条
2020-07-10 at 08:53:05 | SUCCESS | 消息内容:{'end_time': '1594342387', 'start_time': '1594342383', 'collection_name': 'sy_news_finance_southmoney_raw', 'spider_name': 'caijing_southmoney_caijingyaowen'}  消息处理总量:3条
2020-07-10 at 08:53:18 | SUCCESS | 消息内容:{'start_time': '1594342408', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1594342408', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 08:53:42 | SUCCESS | 消息内容:{'end_time': '1594342435', 'start_time': '1594342435', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:1条
2020-07-10 at 08:54:00 | SUCCESS | 消息内容:{'start_time': '1594342282', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_jigou_all', 'end_time': '1594342338'}  消息处理总量:10条
2020-07-10 at 08:55:29 | SUCCESS | 消息内容:{'end_time': '1594342524', 'start_time': '1594342524', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:1条
2020-07-10 at 08:56:15 | SUCCESS | 消息内容:{'start_time': '1594342584', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1594342584', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-07-10 at 08:56:59 | SUCCESS | 消息内容:{'end_time': '1594342627', 'start_time': '1594342627', 'spider_name': 'caijing_china_kj', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:1条
2020-07-10 at 08:57:08 | SUCCESS | 消息内容:{'start_time': '1594342634', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss', 'end_time': '1594342635'}  消息处理总量:2条
2020-07-10 at 08:57:24 | SUCCESS | 消息内容:{'end_time': '1594342656', 'start_time': '1594342656', 'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw'}  消息处理总量:2条
2020-07-10 at 08:57:51 | SUCCESS | 消息内容:{'start_time': '1594342668', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1594342671', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:6条
2020-07-10 at 08:58:32 | SUCCESS | 消息内容:{'end_time': '1594342712', 'start_time': '1594342699', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-07-10 at 08:58:44 | SUCCESS | 消息内容:{'start_time': '1594342684', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1594342728'}  消息处理总量:5条
2020-07-10 at 08:59:07 | SUCCESS | 消息内容:{'end_time': '1594342754', 'start_time': '1594342754', 'collection_name': 'sy_news_finance_p5w_raw', 'spider_name': 'caijing_p5w_weyt'}  消息处理总量:1条
2020-07-10 at 08:59:17 | SUCCESS | 消息内容:{'start_time': '1594342769', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_qiche', 'end_time': '1594342769'}  消息处理总量:1条
2020-07-10 at 08:59:32 | SUCCESS | 消息内容:{'end_time': '1594342785', 'start_time': '1594342785', 'spider_name': 'caijing_thepaper_cjgs', 'collection_name': 'sy_news_finance_thepaper_raw'}  消息处理总量:1条
2020-07-10 at 09:00:15 | SUCCESS | 消息内容:{'start_time': '1594342823', 'collection_name': 'sy_news_hangye_mining120_raw', 'spider_name': 'hangye_mining120_guonei', 'end_time': '1594342829'}  消息处理总量:13条
2020-07-10 at 09:00:40 | SUCCESS | 消息内容:{'end_time': '1594342835', 'start_time': '1594342835', 'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:1条
2020-07-10 at 09:01:02 | SUCCESS | 消息内容:{'start_time': '1594342853', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_whdd', 'end_time': '1594342853'}  消息处理总量:1条
2020-07-10 at 09:02:22 | SUCCESS | 消息内容:{'start_time': '1594342952', 'end_time': '1594342952', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-07-10 at 09:02:29 | SUCCESS | 消息内容:{'end_time': '1594342972', 'start_time': '1594342964', 'spider_name': 'hangye_bjx_yaowen', 'collection_name': 'sy_news_hangye_bjx_raw'}  消息处理总量:13条
2020-07-10 at 09:03:07 | SUCCESS | 消息内容:{'end_time': '1594342989', 'start_time': '1594342989', 'spider_name': 'caijing_lieyunwang_zixun', 'collection_name': 'sy_news_finance_lieyunwang_raw'}  消息处理总量:1条
2020-07-10 at 09:03:23 | SUCCESS | 消息内容:{'start_time': '1594343012', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_cyjj', 'end_time': '1594343013'}  消息处理总量:2条
2020-07-10 at 09:03:59 | SUCCESS | 消息内容:{'end_time': '1594343048', 'start_time': '1594343046', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:4条
2020-07-10 at 09:04:24 | SUCCESS | 消息内容:{'start_time': '1594342906', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_jigou_all', 'end_time': '1594342906'}  消息处理总量:1条
2020-07-10 at 09:04:39 | SUCCESS | 消息内容:{'end_time': '1594343067', 'start_time': '1594343067', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:1条
2020-07-10 at 09:05:49 | SUCCESS | 消息内容:{'start_time': '1594343145', 'end_time': '1594343145', 'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:1条
2020-07-10 at 09:06:34 | SUCCESS | 消息内容:{'end_time': '1594343204', 'start_time': '1594343204', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-07-10 at 09:08:15 | SUCCESS | 消息内容:{'start_time': '1594343287', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1594343294'}  消息处理总量:13条
2020-07-10 at 09:08:36 | SUCCESS | 消息内容:{'end_time': '1594343301', 'start_time': '1594343291', 'spider_name': 'caijing_stockstar_zqyw', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:8条
2020-07-10 at 09:09:03 | SUCCESS | 消息内容:{'start_time': '1594343374', 'collection_name': 'sy_news_hangye_autohome_raw', 'spider_name': 'hangye_autohome_news', 'end_time': '1594343375'}  消息处理总量:2条
2020-07-10 at 09:09:23 | SUCCESS | 消息内容:{'end_time': '1594343372', 'start_time': '1594343372', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_qiche'}  消息处理总量:1条
2020-07-10 at 09:10:22 | SUCCESS | 消息内容:{'start_time': '1594343436', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gsxw', 'end_time': '1594343436'}  消息处理总量:1条
2020-07-10 at 09:10:39 | SUCCESS | 消息内容:{'end_time': '1594343392', 'start_time': '1594343384', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_hyyj'}  消息处理总量:2条
2020-07-10 at 09:10:59 | SUCCESS | 消息内容:{'start_time': '1594343427', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1594343428', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-07-10 at 09:11:12 | SUCCESS | 消息内容:{'end_time': '1594343485', 'start_time': '1594343484', 'collection_name': 'sy_news_finance_stockstar_raw', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:3条
2020-07-10 at 09:11:48 | SUCCESS | 消息内容:{'start_time': '1594343514', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1594343514'}  消息处理总量:2条
2020-07-10 at 09:12:15 | SUCCESS | 消息内容:{'start_time': '1594343438', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_mingjia_all', 'end_time': '1594343438'}  消息处理总量:1条
2020-07-10 at 09:12:22 | SUCCESS | 消息内容:{'end_time': '1594343512', 'start_time': '1594343473', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_jijin'}  消息处理总量:10条
2020-07-10 at 09:12:35 | SUCCESS | 消息内容:{'end_time': '1594343565', 'start_time': '1594343565', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:1条
2020-07-10 at 09:12:52 | SUCCESS | 消息内容:{'start_time': '1594343583', 'collection_name': 'sy_news_finance_caijing_raw', 'spider_name': 'caijing_caijing_hongguan', 'end_time': '1594343583'}  消息处理总量:1条
2020-07-10 at 09:13:29 | SUCCESS | 消息内容:{'end_time': '1594343603', 'start_time': '1594343602', 'spider_name': 'caijing_southmoney_caijingyaowen', 'collection_name': 'sy_news_finance_southmoney_raw'}  消息处理总量:2条
2020-07-10 at 09:13:33 | SUCCESS | 消息内容:{'start_time': '1594343602', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1594343604', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:5条
2020-07-10 at 09:14:30 | SUCCESS | 消息内容:{'end_time': '1594343526', 'start_time': '1594343503', 'spider_name': 'caijing_eastmoney_jigou_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-07-10 at 09:14:41 | SUCCESS | 消息内容:{'start_time': '1594343693', 'end_time': '1594343693', 'spider_name': 'caijing_sohu_hs', 'collection_name': 'sy_news_finance_sohu_raw'}  消息处理总量:1条
2020-07-10 at 09:16:18 | SUCCESS | 消息内容:{'end_time': '1594343687', 'start_time': '1594343687', 'spider_name': 'caijing_eastmoney_wh', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 09:16:20 | SUCCESS | 消息内容:{'end_time': '1594343795', 'start_time': '1594343795', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_shichang'}  消息处理总量:1条
2020-07-10 at 09:16:23 | SUCCESS | 消息内容:{'start_time': '1594343784', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1594343785'}  消息处理总量:2条
2020-07-10 at 09:16:30 | SUCCESS | 消息内容:{'end_time': '1594343771', 'start_time': '1594343768', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:3条
2020-07-10 at 09:16:58 | SUCCESS | 消息内容:{'end_time': '1594343827', 'start_time': '1594343823', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:2条
2020-07-10 at 09:17:14 | SUCCESS | 消息内容:{'start_time': '1594343844', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1594343845'}  消息处理总量:3条
2020-07-10 at 09:17:43 | SUCCESS | 消息内容:{'start_time': '1594343875', 'spider_name': 'caijing_163_gupiao', 'end_time': '1594343875', 'collection_name': 'sy_news_finance_163_raw'}  消息处理总量:1条
2020-07-10 at 09:17:44 | SUCCESS | 消息内容:{'end_time': '1594343870', 'start_time': '1594343867', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gongsi'}  消息处理总量:5条
2020-07-10 at 09:18:01 | SUCCESS | 消息内容:{'start_time': '1594343913', 'collection_name': 'sy_news_hangye_cnrmc_raw', 'spider_name': 'hangye_cnrmc_news', 'end_time': '1594343913'}  消息处理总量:1条
2020-07-10 at 09:18:21 | SUCCESS | 消息内容:{'end_time': '1594343934', 'start_time': '1594343934', 'collection_name': 'sy_news_hangye_smm_raw', 'spider_name': 'hangye_smm_news'}  消息处理总量:1条
2020-07-10 at 09:18:22 | SUCCESS | 消息内容:{'start_time': '1594343912', 'end_time': '1594343912', 'spider_name': 'caijing_qq_chanye', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:1条
2020-07-10 at 09:18:43 | SUCCESS | 消息内容:{'end_time': '1594343897', 'start_time': '1594343897', 'collection_name': 'sy_news_finance_cyzone_raw', 'spider_name': 'caijing_cyzone_zuixin'}  消息处理总量:1条
2020-07-10 at 09:19:22 | SUCCESS | 消息内容:{'start_time': '1594343974', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1594343975', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:2条
2020-07-10 at 09:19:32 | SUCCESS | 消息内容:{'end_time': '1594343982', 'start_time': '1594343982', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_qiche'}  消息处理总量:1条
2020-07-10 at 09:20:34 | SUCCESS | 消息内容:{'start_time': '1594344021', 'spider_name': 'caijing_cnfol_cyjj', 'end_time': '1594344026', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:8条
2020-07-10 at 09:21:21 | SUCCESS | 消息内容:{'end_time': '1594344095', 'start_time': '1594344095', 'collection_name': 'sy_news_finance_stockstar_raw', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:2条
2020-07-10 at 09:22:03 | SUCCESS | 消息内容:{'start_time': '1594344133', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1594344133'}  消息处理总量:1条
2020-07-10 at 09:22:53 | SUCCESS | 消息内容:{'end_time': '1594344185', 'start_time': '1594344184', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:2条
2020-07-10 at 09:23:13 | SUCCESS | 消息内容:{'start_time': '1594344163', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1594344165'}  消息处理总量:2条
2020-07-10 at 09:24:18 | SUCCESS | 消息内容:{'end_time': '1594344245', 'start_time': '1594344244', 'spider_name': 'caijing_hongzhoukan_hyzx', 'collection_name': 'sy_news_finance_hongzhoukan_raw'}  消息处理总量:2条
2020-07-10 at 09:24:30 | SUCCESS | 消息内容:{'start_time': '1594344302', 'collection_name': 'sy_news_hangye_automarket_raw', 'spider_name': 'hangye_automarket_news', 'end_time': '1594344302'}  消息处理总量:1条
2020-07-10 at 09:26:46 | SUCCESS | 消息内容:{'end_time': '1594344413', 'start_time': '1594344413', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_jijin'}  消息处理总量:2条
2020-07-10 at 09:27:44 | SUCCESS | 消息内容:{'start_time': '1594344465', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1594344467'}  消息处理总量:5条
2020-07-10 at 09:27:52 | SUCCESS | 消息内容:{'end_time': '1594344437', 'start_time': '1594344437', 'spider_name': 'caijing_investorchina_scgz', 'collection_name': 'sy_news_finance_investorchina_raw'}  消息处理总量:1条
2020-07-10 at 09:28:00 | SUCCESS | 消息内容:{'start_time': '1594344479', 'end_time': '1594344479', 'spider_name': 'caijing_eastmoney_cjjsp', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 09:28:08 | SUCCESS | 消息内容:{'end_time': '1594344197', 'start_time': '1594344192', 'collection_name': 'sy_news_finance_dahe_raw', 'spider_name': 'caijing_dahe_cjyw'}  消息处理总量:4条
2020-07-10 at 09:28:18 | SUCCESS | 消息内容:{'start_time': '1594344474', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1594344501'}  消息处理总量:4条
2020-07-10 at 09:28:42 | SUCCESS | 消息内容:{'end_time': '1594344528', 'start_time': '1594344528', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 09:29:04 | SUCCESS | 消息内容:{'start_time': '1594344554', 'end_time': '1594344555', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-07-10 at 09:29:43 | SUCCESS | 消息内容:{'start_time': '1594344595', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1594344595'}  消息处理总量:1条
2020-07-10 at 09:29:49 | SUCCESS | 消息内容:{'end_time': '1594344595', 'start_time': '1594344593', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_zq'}  消息处理总量:5条
2020-07-10 at 09:30:24 | SUCCESS | 消息内容:{'end_time': '1594344550', 'start_time': '1594344546', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:2条
2020-07-10 at 09:30:31 | SUCCESS | 消息内容:{'start_time': '1594344603', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_hyyj', 'end_time': '1594344603'}  消息处理总量:1条
2020-07-10 at 09:31:02 | SUCCESS | 消息内容:{'end_time': '1594344672', 'start_time': '1594344672', 'spider_name': 'caijing_caixin_companies', 'collection_name': 'sy_news_finance_caixin_raw'}  消息处理总量:1条
2020-07-10 at 09:31:14 | SUCCESS | 消息内容:{'start_time': '1594344704', 'collection_name': 'sy_news_hangye_chinaautonews_raw', 'spider_name': 'hangye_chinaautonews_news', 'end_time': '1594344704'}  消息处理总量:1条
2020-07-10 at 09:31:43 | SUCCESS | 消息内容:{'end_time': '1594344714', 'start_time': '1594344714', 'collection_name': 'sy_news_finance_people_raw', 'spider_name': 'caijing_people_jinrongkeji'}  消息处理总量:1条
2020-07-10 at 09:31:44 | SUCCESS | 消息内容:{'start_time': '1594344695', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1594344695'}  消息处理总量:1条
2020-07-10 at 09:31:58 | SUCCESS | 消息内容:{'end_time': '1594344714', 'start_time': '1594344714', 'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-10 at 09:32:30 | SUCCESS | 消息内容:{'start_time': '1594344753', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1594344757'}  消息处理总量:7条
2020-07-10 at 09:32:50 | SUCCESS | 消息内容:{'end_time': '1594344776', 'start_time': '1594344775', 'spider_name': 'caijing_bjnews_finance', 'collection_name': 'sy_news_finance_bjnews_raw'}  消息处理总量:2条
