2020-07-16 at 09:20:47 | SUCCESS | 消息内容:{'start_time': '1594822554', 'end_time': '1594822554', 'spider_name': 'caijing_cyzone_zuixin', 'collection_name': 'sy_news_finance_cyzone_raw'}  消息处理总量:1条
2020-07-16 at 22:15:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1594908957', 'spider_name': 'caijing_cs_cjyw', 'start_time': '1594908957'}  消息处理总量:1条
2020-07-16 at 22:16:01 | SUCCESS | 消息内容:{'end_time': '1594908977', 'start_time': '1594908976', 'collection_name': 'sy_news_finance_thepaper_raw', 'spider_name': 'caijing_thepaper_cjsxy'}  消息处理总量:2条
2020-07-16 at 22:16:10 | SUCCESS | 消息内容:{'end_time': '1594908970', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594908964'}  消息处理总量:3条
2020-07-16 at 22:16:37 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1594908995', 'spider_name': 'caijing_jrj_xsb', 'start_time': '1594908962'}  消息处理总量:12条
2020-07-16 at 22:17:16 | SUCCESS | 消息内容:{'end_time': '1594909039', 'start_time': '1594909038', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:4条
2020-07-16 at 22:17:30 | SUCCESS | 消息内容:{'end_time': '1594909033', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_zqzx', 'start_time': '1594909033'}  消息处理总量:1条
2020-07-16 at 22:17:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1594909067', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1594909064'}  消息处理总量:5条
2020-07-16 at 22:17:53 | SUCCESS | 消息内容:{'end_time': '1594909086', 'start_time': '1594909086', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_jijin'}  消息处理总量:1条
2020-07-16 at 22:18:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1594909123', 'spider_name': 'caijing_cnstock_ssgs_all', 'start_time': '1594909123'}  消息处理总量:1条
2020-07-16 at 22:18:31 | SUCCESS | 消息内容:{'end_time': '1594909118', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1594909115'}  消息处理总量:5条
2020-07-16 at 22:18:59 | SUCCESS | 消息内容:{'end_time': '1594909152', 'start_time': '1594909147', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:4条
2020-07-16 at 22:19:37 | SUCCESS | 消息内容:{'end_time': '1594909180', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594909169'}  消息处理总量:3条
2020-07-16 at 22:19:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1594909174', 'spider_name': 'caijing_leju_lejucaijing_all', 'start_time': '1594909111'}  消息处理总量:3条
2020-07-16 at 22:20:52 | SUCCESS | 消息内容:{'end_time': '1594909264', 'start_time': '1594909263', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:2条
2020-07-16 at 22:21:28 | SUCCESS | 消息内容:{'end_time': '1594909290', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1594909286'}  消息处理总量:10条
2020-07-16 at 22:21:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1594909317', 'spider_name': 'caijing_cnstock_news_all', 'start_time': '1594909317'}  消息处理总量:1条
2020-07-16 at 22:21:50 | SUCCESS | 消息内容:{'end_time': '1594909286', 'collection_name': 'sy_news_finance_guandian_raw', 'spider_name': 'caijing_guandian_news_all', 'start_time': '1594909286'}  消息处理总量:1条
2020-07-16 at 22:21:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1594909297', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1594909296'}  消息处理总量:2条
2020-07-16 at 22:21:59 | SUCCESS | 消息内容:{'end_time': '1594909320', 'start_time': '1594909317', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:7条
2020-07-16 at 22:22:02 | SUCCESS | 消息内容:{'end_time': '1594909285', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_cjyw', 'start_time': '1594909284'}  消息处理总量:3条
2020-07-16 at 22:22:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594909351', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594909349'}  消息处理总量:7条
2020-07-16 at 22:22:51 | SUCCESS | 消息内容:{'end_time': '1594909350', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594909334'}  消息处理总量:21条
2020-07-16 at 22:23:14 | SUCCESS | 消息内容:{'end_time': '1594909144', 'start_time': '1594909143', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_chanjing'}  消息处理总量:2条
2020-07-16 at 22:23:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594909406', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594909399'}  消息处理总量:11条
2020-07-16 at 22:23:43 | SUCCESS | 消息内容:{'end_time': '1594909421', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1594909415'}  消息处理总量:12条
2020-07-16 at 22:23:52 | SUCCESS | 消息内容:{'end_time': '1594909443', 'start_time': '1594909442', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-07-16 at 22:24:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'end_time': '1594909496', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1594909494'}  消息处理总量:3条
2020-07-16 at 22:24:49 | SUCCESS | 消息内容:{'end_time': '1594909472', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_hyyj', 'start_time': '1594909472'}  消息处理总量:1条
2020-07-16 at 22:25:01 | SUCCESS | 消息内容:{'end_time': '1594909432', 'start_time': '1594909432', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_xinsanban_all'}  消息处理总量:1条
2020-07-16 at 22:25:13 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594909518', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1594909517'}  消息处理总量:2条
2020-07-16 at 22:25:16 | SUCCESS | 消息内容:{'end_time': '1594909504', 'collection_name': 'sy_news_finance_lieyunwang_raw', 'spider_name': 'caijing_lieyunwang_zixun', 'start_time': '1594909504'}  消息处理总量:2条
2020-07-16 at 22:25:33 | SUCCESS | 消息内容:{'end_time': '1594909532', 'start_time': '1594909531', 'collection_name': 'sy_news_finance_nbd_raw', 'spider_name': 'caijing_nbd_gongsi_all'}  消息处理总量:2条
2020-07-16 at 22:25:49 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1594909565', 'spider_name': 'caijing_stockstar_gs', 'start_time': '1594909565'}  消息处理总量:1条
2020-07-16 at 22:26:13 | SUCCESS | 消息内容:{'end_time': '1594909579', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1594909575'}  消息处理总量:8条
2020-07-16 at 22:26:24 | SUCCESS | 消息内容:{'end_time': '1594909579', 'start_time': '1594909574', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:5条
2020-07-16 at 22:27:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1594909632', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1594909632'}  消息处理总量:1条
2020-07-16 at 22:27:16 | SUCCESS | 消息内容:{'end_time': '1594909609', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1594909609'}  消息处理总量:1条
2020-07-16 at 22:27:35 | SUCCESS | 消息内容:{'end_time': '1594909665', 'start_time': '1594909662', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_xsb_all'}  消息处理总量:5条
2020-07-16 at 22:27:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594909663', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594909658'}  消息处理总量:7条
2020-07-16 at 22:27:50 | SUCCESS | 消息内容:{'end_time': '1594909685', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1594909685'}  消息处理总量:1条
2020-07-16 at 22:28:40 | SUCCESS | 消息内容:{'end_time': '1594909713', 'start_time': '1594909709', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:8条
2020-07-16 at 22:28:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1594909683', 'spider_name': 'caijing_leju_lejucaijing_all', 'start_time': '1594909657'}  消息处理总量:2条
2020-07-16 at 22:29:42 | SUCCESS | 消息内容:{'end_time': '1594909717', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594909705'}  消息处理总量:14条
2020-07-16 at 22:30:01 | SUCCESS | 消息内容:{'end_time': '1594909813', 'start_time': '1594909812', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:2条
2020-07-16 at 22:30:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594909727', 'spider_name': 'caijing_eastmoney_mingjia_all', 'start_time': '1594909727'}  消息处理总量:1条
2020-07-16 at 22:30:42 | SUCCESS | 消息内容:{'end_time': '1594909855', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb', 'start_time': '1594909855'}  消息处理总量:1条
2020-07-16 at 22:31:11 | SUCCESS | 消息内容:{'end_time': '1594909886', 'start_time': '1594909886', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:1条
2020-07-16 at 22:31:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1594909884', 'spider_name': 'caijing_sina_xsb', 'start_time': '1594909884'}  消息处理总量:1条
2020-07-16 at 22:31:23 | SUCCESS | 消息内容:{'end_time': '1594909885', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1594909884'}  消息处理总量:2条
2020-07-16 at 22:31:29 | SUCCESS | 消息内容:{'end_time': '1594909903', 'start_time': '1594909903', 'collection_name': 'sy_news_finance_csrc_raw', 'spider_name': 'caijing_csrc_gwyxx'}  消息处理总量:1条
2020-07-16 at 22:31:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1594909909', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1594909907'}  消息处理总量:4条
2020-07-16 at 22:31:53 | SUCCESS | 消息内容:{'end_time': '1594909920', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594909914'}  消息处理总量:3条
2020-07-16 at 22:32:02 | SUCCESS | 消息内容:{'end_time': '1594909903', 'start_time': '1594909896', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_cjyw'}  消息处理总量:2条
2020-07-16 at 22:32:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1594909940', 'spider_name': 'caijing_jrj_ss', 'start_time': '1594909936'}  消息处理总量:4条
2020-07-16 at 22:32:27 | SUCCESS | 消息内容:{'end_time': '1594909916', 'start_time': '1594909916', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:1条
2020-07-16 at 22:32:39 | SUCCESS | 消息内容:{'end_time': '1594909944', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gncj', 'start_time': '1594909933'}  消息处理总量:14条
2020-07-16 at 22:32:40 | SUCCESS | 消息内容:{'end_time': '1594909972', 'start_time': '1594909972', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_jrkj'}  消息处理总量:1条
2020-07-16 at 22:32:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594909974', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594909967'}  消息处理总量:7条
2020-07-16 at 22:33:34 | SUCCESS | 消息内容:{'end_time': '1594910024', 'start_time': '1594910023', 'collection_name': 'sy_news_finance_stcn_raw', 'spider_name': 'caijing_stcn_gs'}  消息处理总量:4条
2020-07-16 at 22:33:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594910023', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594910021'}  消息处理总量:4条
2020-07-16 at 22:34:02 | SUCCESS | 消息内容:{'end_time': '1594910049', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1594910046'}  消息处理总量:6条
2020-07-16 at 22:34:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1594910075', 'spider_name': 'caijing_sina_zq', 'start_time': '1594910075'}  消息处理总量:1条
2020-07-16 at 22:34:31 | SUCCESS | 消息内容:{'end_time': '1594910083', 'start_time': '1594910083', 'collection_name': 'sy_news_finance_nbd_raw', 'spider_name': 'caijing_nbd_gongsi_all'}  消息处理总量:1条
2020-07-16 at 22:34:45 | SUCCESS | 消息内容:{'end_time': '1594910085', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594910074'}  消息处理总量:4条
2020-07-16 at 22:35:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594910068', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'start_time': '1594910035'}  消息处理总量:9条
2020-07-16 at 22:35:18 | SUCCESS | 消息内容:{'end_time': '1594910127', 'start_time': '1594910123', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:2条
2020-07-16 at 22:35:39 | SUCCESS | 消息内容:{'end_time': '1594910152', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_xiaofei', 'start_time': '1594910152'}  消息处理总量:1条
2020-07-16 at 22:35:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1594910174', 'spider_name': 'caijing_stockstar_gs', 'start_time': '1594910174'}  消息处理总量:1条
2020-07-16 at 22:36:37 | SUCCESS | 消息内容:{'end_time': '1594910195', 'start_time': '1594910193', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:4条
2020-07-16 at 22:36:50 | SUCCESS | 消息内容:{'end_time': '1594910222', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs_all', 'start_time': '1594910222'}  消息处理总量:1条
2020-07-16 at 22:36:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sohu_raw', 'end_time': '1594910223', 'spider_name': 'caijing_sohu_hs', 'start_time': '1594910223'}  消息处理总量:1条
2020-07-16 at 22:36:50 | SUCCESS | 消息内容:{'end_time': '1594910195', 'start_time': '1594910195', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:1条
2020-07-16 at 22:37:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1594910224', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1594910224'}  消息处理总量:1条
2020-07-16 at 22:37:30 | SUCCESS | 消息内容:{'end_time': '1594910258', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1594910255'}  消息处理总量:4条
2020-07-16 at 22:37:50 | SUCCESS | 消息内容:{'end_time': '1594910277', 'start_time': '1594910277', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:1条
2020-07-16 at 22:38:01 | SUCCESS | 消息内容:{'end_time': '1594910293', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs', 'start_time': '1594910293'}  消息处理总量:1条
2020-07-16 at 22:38:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594910287', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594910287'}  消息处理总量:1条
2020-07-16 at 22:38:39 | SUCCESS | 消息内容:{'end_time': '1594910329', 'start_time': '1594910327', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:3条
2020-07-16 at 22:39:03 | SUCCESS | 消息内容:{'end_time': '1594910356', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1594910355'}  消息处理总量:3条
2020-07-16 at 22:39:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1594910373', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1594910373'}  消息处理总量:1条
2020-07-16 at 22:40:12 | SUCCESS | 消息内容:{'end_time': '1594910382', 'start_time': '1594910375', 'collection_name': 'sy_news_finance_guandian_raw', 'spider_name': 'caijing_guandian_news_all'}  消息处理总量:2条
2020-07-16 at 22:40:56 | SUCCESS | 消息内容:{'end_time': '1594910453', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594910444'}  消息处理总量:9条
2020-07-16 at 22:41:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1594910474', 'spider_name': 'caijing_jiemian_xiaofei', 'start_time': '1594910473'}  消息处理总量:2条
2020-07-16 at 22:41:51 | SUCCESS | 消息内容:{'end_time': '1594910525', 'start_time': '1594910524', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:2条
2020-07-16 at 22:42:01 | SUCCESS | 消息内容:{'end_time': '1594910534', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1594910534'}  消息处理总量:1条
2020-07-16 at 22:42:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1594910505', 'spider_name': 'caijing_10jqka_cjyw', 'start_time': '1594910505'}  消息处理总量:2条
2020-07-16 at 22:42:25 | SUCCESS | 消息内容:{'end_time': '1594910556', 'start_time': '1594910555', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:3条
2020-07-16 at 22:42:45 | SUCCESS | 消息内容:{'end_time': '1594910565', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1594910564'}  消息处理总量:2条
2020-07-16 at 22:43:14 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594910600', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594910588'}  消息处理总量:6条
2020-07-16 at 22:43:45 | SUCCESS | 消息内容:{'end_time': '1594910632', 'start_time': '1594910627', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:7条
2020-07-16 at 22:44:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1594910642', 'spider_name': 'caijing_huxiu_zixun', 'start_time': '1594910642'}  消息处理总量:1条
2020-07-16 at 22:44:05 | SUCCESS | 消息内容:{'end_time': '1594910648', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594910638'}  消息处理总量:7条
2020-07-16 at 22:44:11 | SUCCESS | 消息内容:{'end_time': '1594910665', 'start_time': '1594910665', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:1条
2020-07-16 at 22:44:13 | SUCCESS | 消息内容:{'end_time': '1594910662', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594910650'}  消息处理总量:2条
2020-07-16 at 22:45:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1594910694', 'spider_name': 'caijing_10jqka_hyyj', 'start_time': '1594910694'}  消息处理总量:1条
2020-07-16 at 22:45:29 | SUCCESS | 消息内容:{'end_time': '1594910716', 'start_time': '1594910647', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_xinsanban_all'}  消息处理总量:6条
2020-07-16 at 22:45:35 | SUCCESS | 消息内容:{'end_time': '1594910749', 'collection_name': 'sy_news_hangye_mining120_raw', 'spider_name': 'hangye_mining120_guonei', 'start_time': '1594910743'}  消息处理总量:10条
2020-07-16 at 22:45:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1594910744', 'spider_name': 'caijing_sina_guonei', 'start_time': '1594910743'}  消息处理总量:4条
2020-07-16 at 22:46:43 | SUCCESS | 消息内容:{'end_time': '1594910815', 'start_time': '1594910815', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:2条
2020-07-16 at 22:47:00 | SUCCESS | 消息内容:{'end_time': '1594910821', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594910816'}  消息处理总量:6条
2020-07-16 at 22:47:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1594910882', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1594910850'}  消息处理总量:2条
2020-07-16 at 22:48:01 | SUCCESS | 消息内容:{'end_time': '1594910864', 'start_time': '1594910864', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_zqzx'}  消息处理总量:1条
2020-07-16 at 22:48:30 | SUCCESS | 消息内容:{'end_time': '1594910904', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594910898'}  消息处理总量:10条
2020-07-16 at 22:49:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594910951', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594910949'}  消息处理总量:5条
2020-07-16 at 22:50:19 | SUCCESS | 消息内容:{'end_time': '1594911053', 'start_time': '1594911053', 'collection_name': 'sy_news_hangye_chinaautonews_raw', 'spider_name': 'hangye_chinaautonews_news'}  消息处理总量:1条
2020-07-16 at 22:50:22 | SUCCESS | 消息内容:{'end_time': '1594911020', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594911020'}  消息处理总量:1条
2020-07-16 at 22:50:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1594911055', 'spider_name': 'caijing_sina_guonei', 'start_time': '1594911053'}  消息处理总量:4条
2020-07-16 at 22:52:18 | SUCCESS | 消息内容:{'end_time': '1594911146', 'start_time': '1594911145', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:2条
2020-07-16 at 22:53:09 | SUCCESS | 消息内容:{'end_time': '1594911185', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1594911184'}  消息处理总量:2条
2020-07-16 at 22:53:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594911213', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594911207'}  消息处理总量:10条
2020-07-16 at 22:53:45 | SUCCESS | 消息内容:{'end_time': '1594911237', 'start_time': '1594911235', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:3条
2020-07-16 at 22:54:17 | SUCCESS | 消息内容:{'end_time': '1594911261', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1594911257'}  消息处理总量:4条
2020-07-16 at 22:54:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594911285', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1594911285'}  消息处理总量:1条
2020-07-16 at 22:54:50 | SUCCESS | 消息内容:{'end_time': '1594911305', 'start_time': '1594911305', 'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance'}  消息处理总量:1条
2020-07-16 at 22:55:10 | SUCCESS | 消息内容:{'end_time': '1594911342', 'collection_name': 'sy_news_hangye_dcement_raw', 'spider_name': 'hangye_dcement_news', 'start_time': '1594911342'}  消息处理总量:1条
2020-07-16 at 22:55:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_lieyunwang_raw', 'end_time': '1594911334', 'spider_name': 'caijing_lieyunwang_zixun', 'start_time': '1594911334'}  消息处理总量:1条
2020-07-16 at 22:55:52 | SUCCESS | 消息内容:{'end_time': '1594911363', 'start_time': '1594911363', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:2条
2020-07-16 at 22:56:07 | SUCCESS | 消息内容:{'end_time': '1594911375', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1594911371'}  消息处理总量:4条
2020-07-16 at 22:56:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1594911397', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1594911397'}  消息处理总量:1条
2020-07-16 at 22:57:09 | SUCCESS | 消息内容:{'end_time': '1594911436', 'start_time': '1594911433', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:5条
2020-07-16 at 22:58:29 | SUCCESS | 消息内容:{'end_time': '1594911520', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1594911519'}  消息处理总量:3条
2020-07-16 at 22:59:18 | SUCCESS | 消息内容:{'end_time': '1594911569', 'start_time': '1594911569', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-07-16 at 22:59:32 | SUCCESS | 消息内容:{'end_time': '1594911424', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_jigou_all', 'start_time': '1594911424'}  消息处理总量:1条
