2020-08-18 at 09:17:01 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'start_time': '1597376083', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597376083'}  消息处理总量:1条
2020-08-19 at 05:19:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1597467807', 'start_time': '1597467807'}  消息处理总量:1条
2020-08-19 at 05:19:13 | SUCCESS | 消息内容:{'start_time': '1597467783', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1597467783', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-08-19 at 05:19:14 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'start_time': '1597467618', 'end_time': '1597467655', 'spider_name': 'caijing_mysteel_zonghe_all'}  消息处理总量:3条
2020-08-19 at 05:19:18 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597467815', 'start_time': '1597467815'}  消息处理总量:1条
2020-08-19 at 05:19:24 | SUCCESS | 消息内容:{'start_time': '1597467869', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597467869', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-08-19 at 05:19:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597467996', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597467996'}  消息处理总量:1条
2020-08-19 at 05:19:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_winshang_raw', 'spider_name': 'caijing_winshang_yaowen_all', 'end_time': '1597467931', 'start_time': '1597467931'}  消息处理总量:1条
2020-08-19 at 05:19:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_jijin', 'end_time': '1597468299', 'start_time': '1597468299'}  消息处理总量:1条
2020-08-19 at 05:19:33 | SUCCESS | 消息内容:{'start_time': '1597468018', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597468028', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-08-19 at 05:19:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597468184', 'end_time': '1597468186', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:3条
2020-08-19 at 05:19:37 | SUCCESS | 消息内容:{'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw', 'end_time': '1597468314', 'start_time': '1597468314'}  消息处理总量:1条
2020-08-19 at 05:19:38 | SUCCESS | 消息内容:{'start_time': '1597468367', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597468367', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-08-19 at 05:19:41 | SUCCESS | 消息内容:{'start_time': '1597468438', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1597468438', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:1条
2020-08-19 at 05:19:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1597468434', 'start_time': '1597468427'}  消息处理总量:2条
2020-08-19 at 05:19:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597468388', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597468398'}  消息处理总量:4条
2020-08-19 at 05:19:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1597468531', 'start_time': '1597468526'}  消息处理总量:2条
2020-08-19 at 05:19:56 | SUCCESS | 消息内容:{'start_time': '1597468539', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597468540', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-08-19 at 05:19:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597468736', 'end_time': '1597468736', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:1条
2020-08-19 at 05:19:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597468764', 'start_time': '1597468764'}  消息处理总量:1条
2020-08-19 at 05:20:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597468866', 'end_time': '1597468866', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:1条
2020-08-19 at 05:20:07 | SUCCESS | 消息内容:{'start_time': '1597468848', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597468850', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:6条
2020-08-19 at 05:20:10 | SUCCESS | 消息内容:{'start_time': '1597469052', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1597469052', 'collection_name': 'sy_news_finance_yuncaijing_raw'}  消息处理总量:1条
2020-08-19 at 05:20:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597469048', 'end_time': '1597469049', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:3条
2020-08-19 at 05:20:19 | SUCCESS | 消息内容:{'start_time': '1597469122', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597469122', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-08-19 at 05:20:20 | SUCCESS | 消息内容:{'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw', 'end_time': '1597468929', 'start_time': '1597468927'}  消息处理总量:5条
2020-08-19 at 05:20:24 | SUCCESS | 消息内容:{'start_time': '1597469139', 'spider_name': 'caijing_winshang_yaowen_all', 'end_time': '1597469139', 'collection_name': 'sy_news_finance_winshang_raw'}  消息处理总量:1条
2020-08-19 at 05:20:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'spider_name': 'caijing_abi_zixun', 'end_time': '1597469230', 'start_time': '1597469226'}  消息处理总量:3条
2020-08-19 at 05:20:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597469159', 'end_time': '1597469162', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:5条
2020-08-19 at 05:20:38 | SUCCESS | 消息内容:{'start_time': '1597469235', 'spider_name': 'caijing_eastmoney_caijing', 'end_time': '1597469235', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-08-19 at 05:20:42 | SUCCESS | 消息内容:{'spider_name': 'caijing_pedaily_gundong', 'collection_name': 'sy_news_finance_pedaily_raw', 'end_time': '1597469263', 'start_time': '1597469263'}  消息处理总量:1条
2020-08-19 at 05:20:47 | SUCCESS | 消息内容:{'start_time': '1597469335', 'spider_name': 'caijing_cs_cjyw', 'end_time': '1597469335', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-08-19 at 05:20:53 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597469468', 'start_time': '1597469468'}  消息处理总量:1条
2020-08-19 at 05:20:57 | SUCCESS | 消息内容:{'start_time': '1597469490', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1597469490', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-08-19 at 05:20:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597469293', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1597469293'}  消息处理总量:1条
2020-08-19 at 05:21:03 | SUCCESS | 消息内容:{'start_time': '1597469504', 'spider_name': 'caijing_jiemian_zq', 'end_time': '1597469504', 'collection_name': 'sy_news_finance_jiemian_raw'}  消息处理总量:1条
2020-08-19 at 05:21:13 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1597469477', 'start_time': '1597469455'}  消息处理总量:3条
2020-08-19 at 05:21:14 | SUCCESS | 消息内容:{'start_time': '1597469535', 'spider_name': 'caijing_163_gupiao', 'end_time': '1597469536', 'collection_name': 'sy_news_finance_163_raw'}  消息处理总量:2条
2020-08-19 at 05:21:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597469504', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597469512'}  消息处理总量:4条
2020-08-19 at 05:21:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_qq_hongguan', 'collection_name': 'sy_news_finance_qq_raw', 'end_time': '1597469552', 'start_time': '1597469552'}  消息处理总量:1条
2020-08-19 at 05:21:20 | SUCCESS | 消息内容:{'start_time': '1597469587', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1597469587', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:1条
2020-08-19 at 05:21:22 | SUCCESS | 消息内容:{'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1597469670', 'start_time': '1597469670'}  消息处理总量:1条
2020-08-19 at 05:21:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597469666', 'end_time': '1597469666', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:1条
2020-08-19 at 05:21:24 | SUCCESS | 消息内容:{'start_time': '1597469733', 'spider_name': 'caijing_qq_Agu', 'end_time': '1597469733', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:1条
2020-08-19 at 05:21:30 | SUCCESS | 消息内容:{'start_time': '1597469825', 'spider_name': 'caijing_hexun_hongguan', 'end_time': '1597469825', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-08-19 at 05:21:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597469731', 'start_time': '1597469730'}  消息处理总量:3条
2020-08-19 at 05:21:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597469783', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597469784'}  消息处理总量:2条
2020-08-19 at 05:21:33 | SUCCESS | 消息内容:{'start_time': '1597469841', 'spider_name': 'caijing_abi_zixun', 'end_time': '1597469841', 'collection_name': 'sy_news_finance_abi_raw'}  消息处理总量:1条
2020-08-19 at 05:21:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'spider_name': 'caijing_jiemian_xiaofei', 'end_time': '1597469906', 'start_time': '1597469906'}  消息处理总量:1条
2020-08-19 at 05:21:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1597469956', 'end_time': '1597469956', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:1条
2020-08-19 at 05:21:44 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_jijin', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1597470128', 'start_time': '1597470127'}  消息处理总量:3条
2020-08-19 at 05:21:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597470230', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597470231'}  消息处理总量:2条
2020-08-19 at 05:21:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597470316', 'spider_name': 'caijing_jrj_ss', 'end_time': '1597470316'}  消息处理总量:0条
2020-08-19 at 05:21:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1597470286', 'start_time': '1597470286'}  消息处理总量:1条
2020-08-19 at 05:21:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597470349', 'end_time': '1597470349', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:1条
2020-08-19 at 05:22:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1597470384', 'start_time': '1597470345'}  消息处理总量:2条
2020-08-19 at 05:22:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1597470405', 'start_time': '1597470405'}  消息处理总量:1条
2020-08-19 at 05:22:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597470400', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597470401'}  消息处理总量:4条
2020-08-19 at 05:22:09 | SUCCESS | 消息内容:{'start_time': '1597470095', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597470100', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:10条
2020-08-19 at 05:22:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597470503', 'start_time': '1597470503'}  消息处理总量:1条
2020-08-19 at 05:22:14 | SUCCESS | 消息内容:{'start_time': '1597470606', 'spider_name': 'caijing_eastmoney_ganggu', 'end_time': '1597470606', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-08-19 at 05:22:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597470658', 'start_time': '1597470658'}  消息处理总量:1条
2020-08-19 at 05:22:18 | SUCCESS | 消息内容:{'start_time': '1597470725', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1597470725', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-08-19 at 05:22:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eeo_raw', 'start_time': '1597470516', 'spider_name': 'caijing_eeo_caijing', 'end_time': '1597470520'}  消息处理总量:2条
2020-08-19 at 05:22:22 | SUCCESS | 消息内容:{'start_time': '1597470654', 'spider_name': 'caijing_cankaoxiaoxi_caijing', 'end_time': '1597470654', 'collection_name': 'sy_news_finance_cankaoxiaoxi_raw'}  消息处理总量:1条
2020-08-19 at 05:22:23 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597470735', 'start_time': '1597470735'}  消息处理总量:1条
2020-08-19 at 05:22:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597470906', 'end_time': '1597470906', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:1条
2020-08-19 at 05:22:27 | SUCCESS | 消息内容:{'start_time': '1597470987', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597470987', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-08-19 at 05:22:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinagrain_raw', 'start_time': '1597471256', 'end_time': '1597471256', 'spider_name': 'caijing_chinagrain_hyfx'}  消息处理总量:1条
2020-08-19 at 05:22:36 | SUCCESS | 消息内容:{'start_time': '1597471261', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1597471285', 'collection_name': 'sy_news_finance_mysteel_raw'}  消息处理总量:3条
2020-08-19 at 05:22:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597471330', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597471331'}  消息处理总量:3条
2020-08-19 at 05:22:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597471029', 'start_time': '1597471020'}  消息处理总量:9条
2020-08-19 at 05:22:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_nbd_raw', 'start_time': '1597471384', 'end_time': '1597471384', 'spider_name': 'caijing_nbd_gongsi_all'}  消息处理总量:1条
2020-08-19 at 05:22:53 | SUCCESS | 消息内容:{'start_time': '1597471259', 'spider_name': 'caijing_zhicheng_caijing', 'end_time': '1597471329', 'collection_name': 'sy_news_finance_zhicheng_raw'}  消息处理总量:3条
2020-08-19 at 05:22:56 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597471514', 'start_time': '1597471512'}  消息处理总量:2条
2020-08-19 at 05:23:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597471529', 'end_time': '1597471529', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:2条
2020-08-19 at 05:23:05 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597471589', 'start_time': '1597471589'}  消息处理总量:2条
2020-08-19 at 05:23:06 | SUCCESS | 消息内容:{'start_time': '1597471536', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1597471559', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:2条
2020-08-19 at 05:23:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1597471656', 'start_time': '1597471656'}  消息处理总量:1条
2020-08-19 at 05:23:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597471638', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597471638'}  消息处理总量:2条
2020-08-19 at 05:23:12 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_stock_all', 'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1597471704', 'start_time': '1597471704'}  消息处理总量:1条
2020-08-19 at 05:23:13 | SUCCESS | 消息内容:{'start_time': '1597471561', 'spider_name': 'caijing_winshang_yaowen_all', 'end_time': '1597471561', 'collection_name': 'sy_news_finance_winshang_raw'}  消息处理总量:2条
2020-08-19 at 05:23:14 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_southmoney_raw', 'start_time': '1597471704', 'end_time': '1597471704', 'spider_name': 'caijing_southmoney_caijingyaowen'}  消息处理总量:1条
2020-08-19 at 05:23:16 | SUCCESS | 消息内容:{'start_time': '1597471836', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1597471843', 'collection_name': 'sy_news_finance_yuncaijing_raw'}  消息处理总量:2条
2020-08-19 at 05:23:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597471866', 'spider_name': 'caijing_jrj_ss', 'end_time': '1597471866'}  消息处理总量:0条
2020-08-19 at 05:23:21 | SUCCESS | 消息内容:{'start_time': '1597471874', 'spider_name': 'caijing_sina_chanjing', 'end_time': '1597471874', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-08-19 at 05:23:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597471885', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1597471888'}  消息处理总量:3条
2020-08-19 at 05:23:27 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1597471958', 'spider_name': 'caijing_cs_jijin', 'end_time': '1597471958'}  消息处理总量:1条
2020-08-19 at 05:23:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597471717', 'start_time': '1597471710'}  消息处理总量:2条
2020-08-19 at 05:23:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'start_time': '1597471916', 'spider_name': 'caijing_10jqka_cjyw', 'end_time': '1597471916'}  消息处理总量:1条
2020-08-19 at 05:23:32 | SUCCESS | 消息内容:{'start_time': '1597471897', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597471897', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-08-19 at 05:23:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'start_time': '1597472073', 'end_time': '1597472073', 'spider_name': 'caijing_cnstock_ssgs_all'}  消息处理总量:2条
2020-08-19 at 05:23:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597472070', 'start_time': '1597472069'}  消息处理总量:3条
2020-08-19 at 05:23:39 | SUCCESS | 消息内容:{'start_time': '1597472153', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1597472153', 'collection_name': 'sy_news_finance_yuncaijing_raw'}  消息处理总量:1条
2020-08-19 at 05:23:41 | SUCCESS | 消息内容:{'start_time': '1597472254', 'spider_name': 'caijing_cnstock_stock_all', 'end_time': '1597472254', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:1条
2020-08-19 at 05:23:49 | SUCCESS | 消息内容:{'spider_name': 'caijing_mysteel_zonghe_all', 'collection_name': 'sy_news_finance_mysteel_raw', 'end_time': '1597472211', 'start_time': '1597472164'}  消息处理总量:3条
2020-08-19 at 05:23:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597472207', 'end_time': '1597472209', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:4条
2020-08-19 at 05:23:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597472277', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1597472277'}  消息处理总量:1条
2020-08-19 at 05:24:02 | SUCCESS | 消息内容:{'start_time': '1597472253', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1597472259', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:7条
2020-08-19 at 05:24:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1597472304', 'spider_name': 'caijing_hexun_hongguan', 'end_time': '1597472304'}  消息处理总量:1条
2020-08-19 at 05:24:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_youth_raw', 'start_time': '1597472367', 'end_time': '1597472367', 'spider_name': 'caijing_youth_jjsd'}  消息处理总量:1条
2020-08-19 at 05:24:10 | SUCCESS | 消息内容:{'start_time': '1597472316', 'spider_name': 'caijing_southmoney_caijingyaowen', 'end_time': '1597472316', 'collection_name': 'sy_news_finance_southmoney_raw'}  消息处理总量:1条
2020-08-19 at 05:24:12 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597472263', 'start_time': '1597472258'}  消息处理总量:8条
2020-08-19 at 05:24:21 | SUCCESS | 消息内容:{'start_time': '1597472445', 'spider_name': 'caijing_caixin_companies', 'end_time': '1597472445', 'collection_name': 'sy_news_finance_caixin_raw'}  消息处理总量:1条
2020-08-19 at 05:24:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1597472434', 'end_time': '1597472434', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:1条
2020-08-19 at 05:24:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_lieyunwang_raw', 'start_time': '1597472495', 'spider_name': 'caijing_lieyunwang_zixun', 'end_time': '1597472496'}  消息处理总量:2条
2020-08-19 at 05:24:37 | SUCCESS | 消息内容:{'start_time': '1597472465', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597472470', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-08-19 at 05:24:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'start_time': '1597472534', 'spider_name': 'caijing_huxiu_zixun', 'end_time': '1597472534'}  消息处理总量:1条
2020-08-19 at 05:24:41 | SUCCESS | 消息内容:{'start_time': '1597472564', 'spider_name': 'caijing_qq_hongguan', 'end_time': '1597472564', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:1条
2020-08-19 at 05:24:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597472569', 'end_time': '1597472571', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:3条
2020-08-19 at 05:24:53 | SUCCESS | 消息内容:{'start_time': '1597472613', 'spider_name': 'caijing_hexun_hongguan', 'end_time': '1597472613', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-08-19 at 05:24:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1597472624', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1597472625'}  消息处理总量:2条
2020-08-19 at 05:24:58 | SUCCESS | 消息内容:{'start_time': '1597472728', 'spider_name': 'caijing_youth_bank', 'end_time': '1597472728', 'collection_name': 'sy_news_finance_youth_raw'}  消息处理总量:1条
2020-08-19 at 05:24:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_semiinsights_raw', 'spider_name': 'hangye_semiinsights_news', 'end_time': '1597472479', 'start_time': '1597472473'}  消息处理总量:8条
2020-08-19 at 05:25:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_zsscdt', 'end_time': '1597472772', 'start_time': '1597472772'}  消息处理总量:1条
2020-08-19 at 05:25:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1597472745', 'end_time': '1597472745', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:1条
2020-08-19 at 05:25:08 | SUCCESS | 消息内容:{'start_time': '1597472766', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1597472768', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:4条
2020-08-19 at 05:25:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597472828', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597472829'}  消息处理总量:4条
2020-08-19 at 05:25:20 | SUCCESS | 消息内容:{'start_time': '1597472878', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597472882', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:4条
2020-08-19 at 05:25:24 | SUCCESS | 消息内容:{'start_time': '1597472895', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1597472895', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-08-19 at 05:25:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597472829', 'end_time': '1597472837', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:3条
2020-08-19 at 05:25:36 | SUCCESS | 消息内容:{'start_time': '1597473089', 'spider_name': 'caijing_youth_IT', 'end_time': '1597473091', 'collection_name': 'sy_news_finance_youth_raw'}  消息处理总量:4条
2020-08-19 at 05:25:37 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_zhicheng_raw', 'start_time': '1597473044', 'end_time': '1597473051', 'spider_name': 'caijing_zhicheng_caijing'}  消息处理总量:2条
