2020-08-28 at 14:50:49 | SUCCESS | 消息内容:{'end_time': '1598597372', 'spider_name': 'caijing_10jqka_cjyw', 'collection_name': 'sy_news_finance_10jqka_raw', 'start_time': '1598597372'}  消息处理总量:0条
2020-08-28 at 16:15:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598602466', 'start_time': '1598602466', 'spider_name': 'caijing_sina_zsscdt'}  消息处理总量:1条
2020-08-28 at 16:15:06 | SUCCESS | 消息内容:{'start_time': '1598602534', 'spider_name': 'hangye_f139_news', 'collection_name': 'sy_news_hangye_f139_raw', 'end_time': '1598602536'}  消息处理总量:2条
2020-08-28 at 16:15:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598602541', 'start_time': '1598602541', 'spider_name': 'caijing_cs_gongsi'}  消息处理总量:1条
2020-08-28 at 16:15:20 | SUCCESS | 消息内容:{'start_time': '1598602523', 'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1598602524'}  消息处理总量:2条
2020-08-28 at 16:15:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_mining120_raw', 'end_time': '1598602589', 'start_time': '1598602587', 'spider_name': 'hangye_mining120_guoji'}  消息处理总量:10条
2020-08-28 at 16:16:27 | SUCCESS | 消息内容:{'end_time': '1598602560', 'spider_name': 'caijing_chinatimes_all', 'collection_name': 'sy_news_finance_chinatimes_raw', 'start_time': '1598602522'}  消息处理总量:3条
2020-08-28 at 16:17:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598602645', 'start_time': '1598602645', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:1条
2020-08-28 at 16:17:45 | SUCCESS | 消息内容:{'start_time': '1598602643', 'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1598602650'}  消息处理总量:10条
2020-08-28 at 16:18:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598602719', 'start_time': '1598602719', 'spider_name': 'caijing_cs_jigou'}  消息处理总量:1条
2020-08-28 at 16:18:20 | SUCCESS | 消息内容:{'start_time': '1598602726', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss', 'end_time': '1598602727'}  消息处理总量:0条
2020-08-28 at 16:19:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598602763', 'start_time': '1598602755', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:3条
2020-08-28 at 16:19:26 | SUCCESS | 消息内容:{'start_time': '1598602753', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1598602753'}  消息处理总量:1条
2020-08-28 at 16:19:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_591hx_raw', 'end_time': '1598602675', 'start_time': '1598602675', 'spider_name': 'caijing_591hx_stock_all'}  消息处理总量:1条
2020-08-28 at 16:20:26 | SUCCESS | 消息内容:{'start_time': '1598602814', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598602819'}  消息处理总量:17条
2020-08-28 at 16:20:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598602856', 'start_time': '1598602855', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:3条
2020-08-28 at 16:21:06 | SUCCESS | 消息内容:{'start_time': '1598602883', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_kj', 'end_time': '1598602883'}  消息处理总量:1条
2020-08-28 at 16:21:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598602888', 'start_time': '1598602886', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:6条
2020-08-28 at 16:21:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ofweek_raw', 'end_time': '1598602942', 'start_time': '1598602942', 'spider_name': 'hangye_ofweek_cgq'}  消息处理总量:1条
2020-08-28 at 16:21:41 | SUCCESS | 消息内容:{'start_time': '1598602942', 'collection_name': 'sy_news_hangye_autohome_raw', 'spider_name': 'hangye_autohome_news', 'end_time': '1598602942'}  消息处理总量:1条
2020-08-28 at 16:21:56 | SUCCESS | 消息内容:{'end_time': '1598602924', 'spider_name': 'caijing_csia_guonei', 'collection_name': 'sy_news_finance_csia_raw', 'start_time': '1598602923'}  消息处理总量:3条
2020-08-28 at 16:22:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_smm_raw', 'end_time': '1598602910', 'start_time': '1598602905', 'spider_name': 'caijing_smm_yaowen'}  消息处理总量:2条
2020-08-28 at 16:22:27 | SUCCESS | 消息内容:{'start_time': '1598602952', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1598602958'}  消息处理总量:11条
2020-08-28 at 16:22:38 | SUCCESS | 消息内容:{'end_time': '1598602898', 'collection_name': 'sy_news_finance_qianlong_raw', 'spider_name': 'caijing_qianlong_jingji', 'start_time': '1598602898'}  消息处理总量:1条
2020-08-28 at 16:23:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eeo_raw', 'end_time': '1598602975', 'start_time': '1598602968', 'spider_name': 'caijing_eeo_caijing'}  消息处理总量:3条
2020-08-28 at 16:23:09 | SUCCESS | 消息内容:{'start_time': '1598603015', 'spider_name': 'caijing_yicai_Agu', 'collection_name': 'sy_news_finance_yicai_raw', 'end_time': '1598603015'}  消息处理总量:1条
2020-08-28 at 16:23:37 | SUCCESS | 消息内容:{'start_time': '1598602963', 'spider_name': 'caijing_eastmoney_wh', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598602963'}  消息处理总量:1条
2020-08-28 at 16:23:37 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598603035', 'start_time': '1598603035', 'spider_name': 'caijing_eastmoney_whdd'}  消息处理总量:1条
2020-08-28 at 16:24:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1598603083', 'start_time': '1598603083', 'spider_name': 'caijing_cnstock_ssgs'}  消息处理总量:1条
2020-08-28 at 16:25:16 | SUCCESS | 消息内容:{'end_time': '1598603112', 'spider_name': 'caijing_pedaily_gundong', 'collection_name': 'sy_news_finance_pedaily_raw', 'start_time': '1598603112'}  消息处理总量:1条
2020-08-28 at 16:25:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598603142', 'start_time': '1598603136', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:4条
2020-08-28 at 16:25:40 | SUCCESS | 消息内容:{'start_time': '1598603133', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1598603138'}  消息处理总量:6条
2020-08-28 at 16:26:11 | SUCCESS | 消息内容:{'start_time': '1598603194', 'collection_name': 'sy_news_finance_yicai_raw', 'spider_name': 'caijing_yicai_dz', 'end_time': '1598603196'}  消息处理总量:3条
2020-08-28 at 16:26:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598603189', 'start_time': '1598603183', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:8条
2020-08-28 at 16:27:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598603266', 'start_time': '1598603265', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:0条
2020-08-28 at 16:27:40 | SUCCESS | 消息内容:{'start_time': '1598603246', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1598603252'}  消息处理总量:6条
2020-08-28 at 16:28:34 | SUCCESS | 消息内容:{'end_time': '1598603327', 'spider_name': 'caijing_cs_jigou', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1598603326'}  消息处理总量:2条
2020-08-28 at 16:28:50 | SUCCESS | 消息内容:{'start_time': '1598603352', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_xiaofei', 'end_time': '1598603352'}  消息处理总量:1条
2020-08-28 at 16:29:01 | SUCCESS | 消息内容:{'end_time': '1598603323', 'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all', 'start_time': '1598603295'}  消息处理总量:2条
2020-08-28 at 16:29:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598603317', 'start_time': '1598603297', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:34条
2020-08-28 at 16:29:25 | SUCCESS | 消息内容:{'start_time': '1598603362', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1598603368'}  消息处理总量:9条
2020-08-28 at 16:29:56 | SUCCESS | 消息内容:{'end_time': '1598603430', 'collection_name': 'sy_news_hangye_cbcie_raw', 'spider_name': 'hangye_cbcie_news', 'start_time': '1598603405'}  消息处理总量:9条
2020-08-28 at 16:30:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1598603424', 'start_time': '1598603423', 'spider_name': 'caijing_cnstock_ssgs_all'}  消息处理总量:2条
2020-08-28 at 16:30:17 | SUCCESS | 消息内容:{'start_time': '1598603437', 'spider_name': 'hangye_hqew_news', 'collection_name': 'sy_news_hangye_hqew_raw', 'end_time': '1598603437'}  消息处理总量:1条
2020-08-28 at 16:31:30 | SUCCESS | 消息内容:{'start_time': '1598603515', 'collection_name': 'sy_news_finance_thepaper_raw', 'spider_name': 'caijing_thepaper_cjgs', 'end_time': '1598603515'}  消息处理总量:1条
2020-08-28 at 16:31:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598603510', 'start_time': '1598603504', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:5条
2020-08-28 at 16:31:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1598603486', 'start_time': '1598603435', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:7条
2020-08-28 at 16:31:59 | SUCCESS | 消息内容:{'start_time': '1598603503', 'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw', 'end_time': '1598603503'}  消息处理总量:1条
2020-08-28 at 16:32:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_smm_raw', 'end_time': '1598603584', 'start_time': '1598603584', 'spider_name': 'hangye_smm_news'}  消息处理总量:1条
2020-08-28 at 16:32:22 | SUCCESS | 消息内容:{'end_time': '1598603587', 'collection_name': 'sy_news_hangye_people_raw', 'spider_name': 'hangye_people_news', 'start_time': '1598603585'}  消息处理总量:2条
2020-08-28 at 16:32:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1598603386', 'start_time': '1598603386', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:1条
2020-08-28 at 16:33:22 | SUCCESS | 消息内容:{'end_time': '1598603626', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598603626'}  消息处理总量:1条
2020-08-28 at 16:34:29 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1598603696', 'start_time': '1598603696', 'spider_name': 'caijing_thepaper_cjsxy'}  消息处理总量:1条
2020-08-28 at 16:34:57 | SUCCESS | 消息内容:{'start_time': '1598603712', 'collection_name': 'sy_news_finance_youth_raw', 'spider_name': 'caijing_youth_djgj', 'end_time': '1598603713'}  消息处理总量:3条
2020-08-28 at 16:35:13 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'end_time': '1598603560', 'start_time': '1598603560', 'spider_name': 'caijing_china_chanjing'}  消息处理总量:1条
2020-08-28 at 16:35:20 | SUCCESS | 消息内容:{'end_time': '1598603738', 'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1598603736'}  消息处理总量:3条
2020-08-28 at 16:35:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598603698', 'start_time': '1598603698', 'spider_name': 'caijing_sina_zsscdt'}  消息处理总量:1条
2020-08-28 at 16:35:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598603756', 'start_time': '1598603756', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:0条
2020-08-28 at 16:35:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598603751', 'start_time': '1598603750', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:2条
2020-08-28 at 16:35:46 | SUCCESS | 消息内容:{'start_time': '1598603570', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1598603582'}  消息处理总量:9条
2020-08-28 at 16:35:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598603760', 'start_time': '1598603760', 'spider_name': 'caijing_cs_gongsi'}  消息处理总量:2条
2020-08-28 at 16:35:49 | SUCCESS | 消息内容:{'start_time': '1598603578', 'collection_name': 'sy_news_finance_guandian_raw', 'spider_name': 'caijing_guandian_news_all', 'end_time': '1598603578'}  消息处理总量:1条
2020-08-28 at 16:36:17 | SUCCESS | 消息内容:{'start_time': '1598603745', 'collection_name': 'sy_news_finance_lieyunwang_raw', 'spider_name': 'caijing_lieyunwang_zixun', 'end_time': '1598603745'}  消息处理总量:2条
2020-08-28 at 16:37:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598603840', 'start_time': '1598603835', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:7条
2020-08-28 at 16:37:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_eefocus_raw', 'end_time': '1598603882', 'start_time': '1598603876', 'spider_name': 'hangye_eefocus_news'}  消息处理总量:3条
2020-08-28 at 16:37:17 | SUCCESS | 消息内容:{'end_time': '1598603853', 'spider_name': 'caijing_chineseshipping_zixun_all', 'collection_name': 'sy_news_finance_chineseshipping_raw', 'start_time': '1598603802'}  消息处理总量:3条
2020-08-28 at 16:38:08 | SUCCESS | 消息内容:{'start_time': '1598603877', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1598603877'}  消息处理总量:1条
2020-08-28 at 16:38:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598603915', 'start_time': '1598603915', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:2条
2020-08-28 at 16:38:42 | SUCCESS | 消息内容:{'start_time': '1598603936', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598603938'}  消息处理总量:5条
2020-08-28 at 16:38:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598603944', 'start_time': '1598603914', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:9条
2020-08-28 at 16:39:50 | SUCCESS | 消息内容:{'start_time': '1598603993', 'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1598603997'}  消息处理总量:2条
2020-08-28 at 16:39:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_askci_raw', 'end_time': '1598604013', 'start_time': '1598604013', 'spider_name': 'caijing_askci_gcy'}  消息处理总量:1条
2020-08-28 at 16:39:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598603834', 'start_time': '1598603834', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:1条
2020-08-28 at 16:40:01 | SUCCESS | 消息内容:{'end_time': '1598604018', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1598604013'}  消息处理总量:3条
2020-08-28 at 16:40:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1598603847', 'start_time': '1598603847', 'spider_name': 'caijing_10jqka_zqzx'}  消息处理总量:1条
2020-08-28 at 16:40:36 | SUCCESS | 消息内容:{'end_time': '1598604065', 'collection_name': 'sy_news_hangye_epwho_raw', 'spider_name': 'hangye_epwho_news', 'start_time': '1598604055'}  消息处理总量:13条
2020-08-28 at 16:40:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1598604062', 'start_time': '1598604062', 'spider_name': 'caijing_cnstock_ssgs'}  消息处理总量:1条
2020-08-28 at 16:40:52 | SUCCESS | 消息内容:{'start_time': '1598604073', 'collection_name': 'sy_news_finance_bjx_raw', 'spider_name': 'caijing_bjx_yaowen', 'end_time': '1598604073'}  消息处理总量:1条
2020-08-28 at 16:42:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1598604031', 'start_time': '1598604018', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:2条
2020-08-28 at 16:42:22 | SUCCESS | 消息内容:{'end_time': '1598604152', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598604148'}  消息处理总量:6条
2020-08-28 at 16:42:31 | SUCCESS | 消息内容:{'start_time': '1598604145', 'collection_name': 'sy_news_finance_csia_raw', 'spider_name': 'caijing_csia_guonei', 'end_time': '1598604152'}  消息处理总量:4条
2020-08-28 at 16:42:35 | SUCCESS | 消息内容:{'end_time': '1598604173', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'start_time': '1598604173'}  消息处理总量:1条
2020-08-28 at 16:42:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598604132', 'start_time': '1598604118', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:9条
2020-08-28 at 16:42:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_smm_raw', 'end_time': '1598604200', 'start_time': '1598604200', 'spider_name': 'hangye_smm_news'}  消息处理总量:1条
2020-08-28 at 16:42:50 | SUCCESS | 消息内容:{'end_time': '1598604176', 'spider_name': 'caijing_ifeng_hongguan', 'collection_name': 'sy_news_finance_ifeng_raw', 'start_time': '1598604174'}  消息处理总量:5条
2020-08-28 at 16:42:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598604196', 'start_time': '1598604196', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:0条
2020-08-28 at 16:43:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_nbd_raw', 'end_time': '1598604203', 'start_time': '1598604203', 'spider_name': 'caijing_nbd_jinrong_all'}  消息处理总量:1条
2020-08-28 at 16:43:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'end_time': '1598604244', 'start_time': '1598604210', 'spider_name': 'caijing_mysteel_zonghe_all'}  消息处理总量:5条
2020-08-28 at 16:44:13 | SUCCESS | 消息内容:{'start_time': '1598604225', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598604247'}  消息处理总量:24条
2020-08-28 at 16:44:55 | SUCCESS | 消息内容:{'end_time': '1598604304', 'collection_name': 'sy_news_finance_zhicheng_raw', 'spider_name': 'caijing_zhicheng_caijing', 'start_time': '1598604298'}  消息处理总量:4条
2020-08-28 at 16:45:20 | SUCCESS | 消息内容:{'start_time': '1598604124', 'spider_name': 'caijing_guandian_news_all', 'collection_name': 'sy_news_finance_guandian_raw', 'end_time': '1598604125'}  消息处理总量:2条
2020-08-28 at 16:45:27 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598604310', 'start_time': '1598604278', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:35条
2020-08-28 at 16:45:38 | SUCCESS | 消息内容:{'start_time': '1598604359', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1598604359'}  消息处理总量:3条
2020-08-28 at 16:46:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1598604366', 'start_time': '1598604364', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:2条
2020-08-28 at 16:46:08 | SUCCESS | 消息内容:{'end_time': '1598604198', 'collection_name': 'sy_news_finance_winshang_raw', 'spider_name': 'caijing_winshang_yaowen_all', 'start_time': '1598604123'}  消息处理总量:4条
2020-08-28 at 16:46:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_smm_raw', 'end_time': '1598604373', 'start_time': '1598604373', 'spider_name': 'caijing_smm_yaowen'}  消息处理总量:1条
2020-08-28 at 16:46:43 | SUCCESS | 消息内容:{'start_time': '1598604424', 'spider_name': 'caijing_caijing_industry', 'collection_name': 'sy_news_finance_caijing_raw', 'end_time': '1598604424'}  消息处理总量:2条
2020-08-28 at 16:47:43 | SUCCESS | 消息内容:{'end_time': '1598604333', 'collection_name': 'sy_news_finance_591hx_raw', 'spider_name': 'caijing_591hx_stock_all', 'start_time': '1598604327'}  消息处理总量:4条
2020-08-28 at 16:47:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598604471', 'start_time': '1598604466', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:12条
2020-08-28 at 16:47:54 | SUCCESS | 消息内容:{'start_time': '1598604483', 'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1598604483'}  消息处理总量:1条
2020-08-28 at 16:48:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinatimes_raw', 'end_time': '1598604517', 'start_time': '1598604517', 'spider_name': 'caijing_chinatimes_all'}  消息处理总量:1条
2020-08-28 at 16:49:24 | SUCCESS | 消息内容:{'end_time': '1598604584', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_czggng', 'start_time': '1598604584'}  消息处理总量:1条
2020-08-28 at 16:49:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1598604580', 'start_time': '1598604508', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:4条
2020-08-28 at 16:49:48 | SUCCESS | 消息内容:{'start_time': '1598604545', 'spider_name': 'caijing_jrj_zspl', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598604599'}  消息处理总量:4条
2020-08-28 at 16:49:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sac_raw', 'end_time': '1598604615', 'start_time': '1598604613', 'spider_name': 'caijing_sac_hydt'}  消息处理总量:5条
2020-08-28 at 16:50:18 | SUCCESS | 消息内容:{'end_time': '1598604612', 'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'start_time': '1598604605'}  消息处理总量:6条
2020-08-28 at 16:50:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1598604655', 'start_time': '1598604655', 'spider_name': 'caijing_jiemian_hg'}  消息处理总量:1条
2020-08-28 at 16:50:44 | SUCCESS | 消息内容:{'end_time': '1598604664', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'start_time': '1598604663'}  消息处理总量:3条
2020-08-28 at 16:51:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598604692', 'start_time': '1598604686', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:0条
2020-08-28 at 16:51:59 | SUCCESS | 消息内容:{'start_time': '1598604666', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598604680'}  消息处理总量:7条
2020-08-28 at 16:52:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_guandian_raw', 'end_time': '1598604677', 'start_time': '1598604677', 'spider_name': 'caijing_guandian_news_all'}  消息处理总量:1条
2020-08-28 at 16:52:13 | SUCCESS | 消息内容:{'start_time': '1598604716', 'collection_name': 'sy_news_finance_cnal_raw', 'spider_name': 'caijing_cnal_hyjj', 'end_time': '1598604716'}  消息处理总量:1条
2020-08-28 at 16:52:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_smm_raw', 'end_time': '1598604803', 'start_time': '1598604802', 'spider_name': 'hangye_smm_news'}  消息处理总量:1条
2020-08-28 at 16:52:58 | SUCCESS | 消息内容:{'start_time': '1598604783', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1598604791'}  消息处理总量:14条
2020-08-28 at 16:53:20 | SUCCESS | 消息内容:{'start_time': '1598604823', 'collection_name': 'sy_news_cbirc_raw', 'spider_name': 'news_cbirc_jgdt', 'end_time': '1598604823'}  消息处理总量:2条
2020-08-28 at 16:53:29 | SUCCESS | 消息内容:{'start_time': '1598604814', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw', 'end_time': '1598604814'}  消息处理总量:1条
2020-08-28 at 16:53:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598604822', 'start_time': '1598604813', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:15条
2020-08-28 at 16:53:44 | SUCCESS | 消息内容:{'end_time': '1598604846', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598604845'}  消息处理总量:2条
2020-08-28 at 16:54:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598604843', 'start_time': '1598604835', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:8条
2020-08-28 at 16:54:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1598604858', 'start_time': '1598604853', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:3条
2020-08-28 at 16:54:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598604901', 'start_time': '1598604896', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:6条
2020-08-28 at 16:55:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1598604901', 'start_time': '1598604901', 'spider_name': 'caijing_stockstar_zqyw'}  消息处理总量:1条
2020-08-28 at 16:55:24 | SUCCESS | 消息内容:{'end_time': '1598604629', 'collection_name': 'sy_news_finance_wx_raw', 'spider_name': 'caijing_wx_gongzhonghao_all', 'start_time': '1598603986'}  消息处理总量:27条
2020-08-28 at 16:56:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinaventure_raw', 'end_time': '1598604900', 'start_time': '1598604900', 'spider_name': 'caijing_chinaventure_xinxiaofei'}  消息处理总量:1条
2020-08-28 at 16:56:20 | SUCCESS | 消息内容:{'end_time': '1598605006', 'collection_name': 'sy_news_finance_yicai_raw', 'spider_name': 'caijing_yicai_dz', 'start_time': '1598605005'}  消息处理总量:3条
