2020-04-26 at 09:30:08 | ERROR | 算法模型服务端口未开启
2020-04-29 at 12:06:01 | SUCCESS | 消息内容:{'end_time': '1588133101', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588133098'}  消息处理总量:2条
2020-04-29 at 12:07:09 | SUCCESS | 消息内容:{'end_time': '1588133175', 'start_time': '1588133175', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_czggng'}  消息处理总量:1条
2020-04-29 at 12:07:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gsxw', 'start_time': '1588133195', 'end_time': '1588133196'}  消息处理总量:3条
2020-04-29 at 12:08:10 | SUCCESS | 消息内容:{'end_time': '1588133304', 'spider_name': 'hangye_mining120_guonei', 'collection_name': 'sy_news_hangye_mining120_raw', 'start_time': '1588133303'}  消息处理总量:2条
2020-04-29 at 12:08:48 | SUCCESS | 消息内容:{'end_time': '1588133272', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588133271'}  消息处理总量:2条
2020-04-29 at 12:09:44 | SUCCESS | 消息内容:{'end_time': '1588133326', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588133326', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:3条
2020-04-29 at 12:09:52 | SUCCESS | 消息内容:{'end_time': '1588133337', 'spider_name': 'caijing_jingjinews_gongsi', 'collection_name': 'sy_news_finance_jingjinews_raw', 'start_time': '1588133336'}  消息处理总量:2条
2020-04-29 at 12:11:02 | SUCCESS | 消息内容:{'end_time': '1588133407', 'start_time': '1588133407', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-04-29 at 12:11:10 | SUCCESS | 消息内容:{'start_time': '1588133484', 'end_time': '1588133484', 'spider_name': 'hangye_mining120_guoji', 'collection_name': 'sy_news_hangye_mining120_raw'}  消息处理总量:1条
2020-04-29 at 12:11:13 | SUCCESS | 消息内容:{'end_time': '1588133417', 'spider_name': 'caijing_china_zq', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1588133411'}  消息处理总量:4条
2020-04-29 at 12:11:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1588133434', 'end_time': '1588133435'}  消息处理总量:2条
2020-04-29 at 12:11:34 | SUCCESS | 消息内容:{'end_time': '1588133433', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588133425'}  消息处理总量:15条
2020-04-29 at 12:12:46 | SUCCESS | 消息内容:{'end_time': '1588133582', 'spider_name': 'hangye_dramx_news', 'collection_name': 'sy_news_hangye_dramx_raw', 'start_time': '1588133582'}  消息处理总量:1条
2020-04-29 at 12:14:13 | SUCCESS | 消息内容:{'end_time': '1588133594', 'start_time': '1588133594', 'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance'}  消息处理总量:2条
2020-04-29 at 12:14:16 | SUCCESS | 消息内容:{'end_time': '1588133604', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588133604'}  消息处理总量:1条
2020-04-29 at 12:14:18 | SUCCESS | 消息内容:{'start_time': '1588133672', 'end_time': '1588133674', 'spider_name': 'hangye_oil_news', 'collection_name': 'sy_news_hangye_in_en_raw'}  消息处理总量:4条
2020-04-29 at 12:17:07 | SUCCESS | 消息内容:{'end_time': '1588133744', 'start_time': '1588133744', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:1条
2020-04-29 at 12:17:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gsxw', 'start_time': '1588133814', 'end_time': '1588133814'}  消息处理总量:1条
2020-04-29 at 12:18:36 | SUCCESS | 消息内容:{'end_time': '1588133932', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1588133932'}  消息处理总量:1条
2020-04-29 at 12:18:48 | SUCCESS | 消息内容:{'end_time': '1588133873', 'spider_name': 'caijing_guancha_shangshi', 'collection_name': 'sy_news_finance_guancha_raw', 'start_time': '1588133872'}  消息处理总量:2条
2020-04-29 at 12:19:06 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'end_time': '1588133892', 'start_time': '1588133892', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:2条
2020-04-29 at 12:19:41 | SUCCESS | 消息内容:{'end_time': '1588133914', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588133914'}  消息处理总量:1条
2020-04-29 at 12:19:51 | SUCCESS | 消息内容:{'end_time': '1588133926', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588133912'}  消息处理总量:14条
2020-04-29 at 12:19:57 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588133944', 'end_time': '1588133945'}  消息处理总量:2条
2020-04-29 at 12:20:36 | SUCCESS | 消息内容:{'end_time': '1588133980', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588133978'}  消息处理总量:5条
2020-04-29 at 12:21:37 | SUCCESS | 消息内容:{'end_time': '1588134045', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588134044'}  消息处理总量:2条
2020-04-29 at 12:23:06 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'end_time': '1588134131', 'start_time': '1588134131', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-04-29 at 12:24:22 | SUCCESS | 消息内容:{'end_time': '1588134208', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588134207'}  消息处理总量:2条
2020-04-29 at 12:24:26 | SUCCESS | 消息内容:{'end_time': '1588134212', 'spider_name': 'caijing_caijing_hongguan', 'collection_name': 'sy_news_finance_caijing_raw', 'start_time': '1588134212'}  消息处理总量:1条
2020-04-29 at 12:26:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1588134314', 'end_time': '1588134314'}  消息处理总量:2条
2020-04-29 at 12:26:17 | SUCCESS | 消息内容:{'end_time': '1588134323', 'spider_name': 'caijing_sohu_hs', 'collection_name': 'sy_news_finance_sohu_raw', 'start_time': '1588134323'}  消息处理总量:1条
2020-04-29 at 12:27:17 | SUCCESS | 消息内容:{'end_time': '1588134384', 'start_time': '1588134384', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-04-29 at 12:28:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gsxw', 'end_time': '1588134435', 'start_time': '1588134434', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:3条
2020-04-29 at 12:28:16 | SUCCESS | 消息内容:{'end_time': '1588134444', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588134441'}  消息处理总量:3条
2020-04-29 at 12:28:37 | SUCCESS | 消息内容:{'end_time': '1588134464', 'start_time': '1588134464', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_chydd'}  消息处理总量:1条
2020-04-29 at 12:28:46 | SUCCESS | 消息内容:{'end_time': '1588134542', 'spider_name': 'hangye_smm_news', 'start_time': '1588134542', 'collection_name': 'sy_news_hangye_smm_raw'}  消息处理总量:1条
2020-04-29 at 12:29:26 | SUCCESS | 消息内容:{'end_time': '1588134512', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588134511'}  消息处理总量:2条
2020-04-29 at 12:30:19 | SUCCESS | 消息内容:{'end_time': '1588134564', 'start_time': '1588134564', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:1条
2020-04-29 at 12:32:04 | SUCCESS | 消息内容:{'end_time': '1588134667', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588134664'}  消息处理总量:5条
2020-04-29 at 12:32:05 | SUCCESS | 消息内容:{'end_time': '1588134740', 'collection_name': 'sy_news_hangye_coema_raw', 'start_time': '1588134732', 'spider_name': 'hangye_coema_news'}  消息处理总量:4条
2020-04-29 at 12:32:08 | SUCCESS | 消息内容:{'end_time': '1588134675', 'start_time': '1588134674', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:3条
2020-04-29 at 12:32:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1588134693', 'start_time': '1588134692', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-04-29 at 12:32:36 | SUCCESS | 消息内容:{'end_time': '1588134705', 'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1588134705'}  消息处理总量:1条
2020-04-29 at 12:33:41 | SUCCESS | 消息内容:{'end_time': '1588134752', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588134752'}  消息处理总量:1条
2020-04-29 at 12:33:46 | SUCCESS | 消息内容:{'spider_name': 'caijing_caijing_industry', 'end_time': '1588134772', 'start_time': '1588134772', 'collection_name': 'sy_news_finance_caijing_raw'}  消息处理总量:1条
2020-04-29 at 12:34:57 | SUCCESS | 消息内容:{'end_time': '1588134845', 'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw', 'start_time': '1588134845'}  消息处理总量:1条
2020-04-29 at 12:35:17 | SUCCESS | 消息内容:{'end_time': '1588134864', 'spider_name': 'caijing_yicai_dz', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1588134864'}  消息处理总量:1条
2020-04-29 at 12:37:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1588135002', 'start_time': '1588135002', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-04-29 at 12:38:36 | SUCCESS | 消息内容:{'end_time': '1588135064', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588135064'}  消息处理总量:1条
2020-04-29 at 12:39:46 | SUCCESS | 消息内容:{'end_time': '1588135132', 'start_time': '1588135132', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:1条
2020-04-29 at 12:39:58 | SUCCESS | 消息内容:{'start_time': '1588135132', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1588135142'}  消息处理总量:8条
2020-04-29 at 12:40:44 | SUCCESS | 消息内容:{'end_time': '1588135186', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588135184'}  消息处理总量:4条
2020-04-29 at 12:41:14 | SUCCESS | 消息内容:{'end_time': '1588135217', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588135217'}  消息处理总量:1条
2020-04-29 at 12:41:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_163_raw', 'spider_name': 'caijing_163_hongguan', 'start_time': '1588135256', 'end_time': '1588135256'}  消息处理总量:1条
2020-04-29 at 12:42:02 | SUCCESS | 消息内容:{'end_time': '1588135268', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588135267'}  消息处理总量:2条
2020-04-29 at 12:43:16 | SUCCESS | 消息内容:{'end_time': '1588135412', 'start_time': '1588135412', 'collection_name': 'sy_news_hangye_ledinside_raw', 'spider_name': 'hangye_ledinside_news'}  消息处理总量:1条
2020-04-29 at 12:44:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'end_time': '1588135405', 'start_time': '1588135404', 'spider_name': 'caijing_bjnews_finance'}  消息处理总量:3条
2020-04-29 at 12:46:18 | SUCCESS | 消息内容:{'end_time': '1588135593', 'spider_name': 'hangye_mining120_guonei', 'collection_name': 'sy_news_hangye_mining120_raw', 'start_time': '1588135592'}  消息处理总量:4条
2020-04-29 at 12:48:52 | SUCCESS | 消息内容:{'end_time': '1588135676', 'start_time': '1588135676', 'collection_name': 'sy_news_finance_jiemian_raw', 'spider_name': 'caijing_jiemian_qiche'}  消息处理总量:1条
2020-04-29 at 12:50:04 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588135742', 'end_time': '1588135749'}  消息处理总量:11条
2020-04-29 at 12:50:07 | SUCCESS | 消息内容:{'end_time': '1588135752', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588135752'}  消息处理总量:2条
2020-04-29 at 12:51:02 | SUCCESS | 消息内容:{'end_time': '1588135804', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588135804'}  消息处理总量:1条
2020-04-29 at 12:51:46 | SUCCESS | 消息内容:{'end_time': '1588135854', 'collection_name': 'sy_news_finance_jiemian_raw', 'start_time': '1588135854', 'spider_name': 'caijing_jiemian_dichan'}  消息处理总量:1条
2020-04-29 at 12:52:34 | SUCCESS | 消息内容:{'end_time': '1588135881', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588135864'}  消息处理总量:31条
2020-04-29 at 12:52:38 | SUCCESS | 消息内容:{'end_time': '1588135905', 'start_time': '1588135904', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:3条
2020-04-29 at 12:52:47 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588135914', 'end_time': '1588135914'}  消息处理总量:1条
2020-04-29 at 12:52:56 | SUCCESS | 消息内容:{'end_time': '1588135924', 'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1588135924'}  消息处理总量:1条
2020-04-29 at 12:53:07 | SUCCESS | 消息内容:{'end_time': '1588135932', 'start_time': '1588135932', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-04-29 at 12:55:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1588136083', 'end_time': '1588136086'}  消息处理总量:5条
2020-04-29 at 12:57:22 | SUCCESS | 消息内容:{'end_time': '1588136152', 'spider_name': 'caijing_china_kcb', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1588136152'}  消息处理总量:1条
2020-04-29 at 12:57:33 | SUCCESS | 消息内容:{'end_time': '1588136198', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588136198'}  消息处理总量:1条
2020-04-29 at 13:00:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1588136354', 'start_time': '1588136352', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:5条
2020-04-29 at 13:00:28 | SUCCESS | 消息内容:{'end_time': '1588136373', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588136372'}  消息处理总量:4条
2020-04-29 at 13:01:19 | SUCCESS | 消息内容:{'end_time': '1588136425', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588136425'}  消息处理总量:2条
2020-04-29 at 13:01:54 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588136457', 'end_time': '1588136458'}  消息处理总量:2条
2020-04-29 at 13:02:44 | SUCCESS | 消息内容:{'end_time': '1588136509', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588136507'}  消息处理总量:4条
2020-04-29 at 13:02:58 | SUCCESS | 消息内容:{'end_time': '1588136524', 'start_time': '1588136524', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:1条
2020-04-29 at 13:03:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1588136535', 'start_time': '1588136534', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:2条
2020-04-29 at 13:04:26 | SUCCESS | 消息内容:{'end_time': '1588136611', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588136611'}  消息处理总量:1条
2020-04-29 at 13:05:27 | SUCCESS | 消息内容:{'end_time': '1588136675', 'start_time': '1588136675', 'collection_name': 'sy_news_finance_yicai_raw', 'spider_name': 'caijing_yicai_dz'}  消息处理总量:1条
2020-04-29 at 13:05:56 | SUCCESS | 消息内容:{'start_time': '1588136704', 'end_time': '1588136704', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-04-29 at 13:06:37 | SUCCESS | 消息内容:{'end_time': '1588136745', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588136742'}  消息处理总量:3条
2020-04-29 at 13:07:03 | SUCCESS | 消息内容:{'end_time': '1588136769', 'start_time': '1588136767', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:3条
2020-04-29 at 13:07:53 | SUCCESS | 消息内容:{'start_time': '1588136817', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1588136819'}  消息处理总量:4条
2020-04-29 at 13:09:31 | SUCCESS | 消息内容:{'end_time': '1588136915', 'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1588136915'}  消息处理总量:1条
2020-04-29 at 13:09:36 | SUCCESS | 消息内容:{'end_time': '1588136922', 'start_time': '1588136922', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:1条
2020-04-29 at 13:10:19 | SUCCESS | 消息内容:{'end_time': '1588136964', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588136962', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:4条
2020-04-29 at 13:11:22 | SUCCESS | 消息内容:{'end_time': '1588137025', 'spider_name': 'caijing_eastmoney_ganggu', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588137024'}  消息处理总量:3条
2020-04-29 at 13:11:53 | SUCCESS | 消息内容:{'end_time': '1588137053', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137051'}  消息处理总量:4条
2020-04-29 at 13:12:39 | SUCCESS | 消息内容:{'end_time': '1588137106', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137105', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:3条
2020-04-29 at 13:12:56 | SUCCESS | 消息内容:{'end_time': '1588137124', 'spider_name': 'caijing_thepaper_cjgs', 'collection_name': 'sy_news_finance_thepaper_raw', 'start_time': '1588137124'}  消息处理总量:1条
2020-04-29 at 13:13:02 | SUCCESS | 消息内容:{'start_time': '1588137127', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1588137127'}  消息处理总量:1条
2020-04-29 at 13:13:14 | SUCCESS | 消息内容:{'end_time': '1588137130', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588137076'}  消息处理总量:21条
2020-04-29 at 13:13:23 | SUCCESS | 消息内容:{'end_time': '1588137148', 'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1588137148'}  消息处理总量:1条
2020-04-29 at 13:13:26 | SUCCESS | 消息内容:{'end_time': '1588137150', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588137145'}  消息处理总量:8条
2020-04-29 at 13:13:48 | SUCCESS | 消息内容:{'end_time': '1588137172', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588137172', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-04-29 at 13:14:49 | SUCCESS | 消息内容:{'end_time': '1588137233', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137231'}  消息处理总量:4条
2020-04-29 at 13:15:00 | SUCCESS | 消息内容:{'end_time': '1588137217', 'spider_name': 'caijing_bjnews_finance', 'collection_name': 'sy_news_finance_bjnews_raw', 'start_time': '1588137215'}  消息处理总量:5条
2020-04-29 at 13:15:27 | SUCCESS | 消息内容:{'end_time': '1588137274', 'spider_name': 'caijing_jrj_xsb', 'start_time': '1588137274', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-04-29 at 13:15:56 | SUCCESS | 消息内容:{'end_time': '1588137302', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588137302'}  消息处理总量:1条
2020-04-29 at 13:15:56 | SUCCESS | 消息内容:{'end_time': '1588137304', 'start_time': '1588137304', 'collection_name': 'sy_news_finance_thepaper_raw', 'spider_name': 'caijing_thepaper_cjsxy'}  消息处理总量:1条
2020-04-29 at 13:16:18 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588137324', 'end_time': '1588137325'}  消息处理总量:3条
2020-04-29 at 13:16:32 | SUCCESS | 消息内容:{'end_time': '1588137336', 'spider_name': 'caijing_eastmoney_ganggu', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588137335'}  消息处理总量:3条
2020-04-29 at 13:16:53 | SUCCESS | 消息内容:{'end_time': '1588137356', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588137353'}  消息处理总量:4条
2020-04-29 at 13:16:58 | SUCCESS | 消息内容:{'end_time': '1588137363', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137362', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:3条
2020-04-29 at 13:17:42 | SUCCESS | 消息内容:{'end_time': '1588137400', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588137387'}  消息处理总量:21条
2020-04-29 at 13:18:21 | SUCCESS | 消息内容:{'end_time': '1588137442', 'start_time': '1588137437', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:8条
2020-04-29 at 13:18:56 | SUCCESS | 消息内容:{'end_time': '1588137482', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588137482'}  消息处理总量:1条
2020-04-29 at 13:19:03 | SUCCESS | 消息内容:{'end_time': '1588137477', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588137465', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:20条
2020-04-29 at 13:20:03 | SUCCESS | 消息内容:{'end_time': '1588137543', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137542'}  消息处理总量:3条
2020-04-29 at 13:20:29 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'start_time': '1588137571', 'end_time': '1588137574'}  消息处理总量:5条
2020-04-29 at 13:21:06 | SUCCESS | 消息内容:{'end_time': '1588137611', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588137611'}  消息处理总量:1条
2020-04-29 at 13:21:08 | SUCCESS | 消息内容:{'end_time': '1588137685', 'spider_name': 'hangye_bjx_yaowen', 'collection_name': 'sy_news_hangye_bjx_raw', 'start_time': '1588137685'}  消息处理总量:2条
2020-04-29 at 13:21:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1588137645', 'end_time': '1588137645'}  消息处理总量:2条
2020-04-29 at 13:22:17 | SUCCESS | 消息内容:{'end_time': '1588137752', 'spider_name': 'hangye_chinaautonews_news', 'collection_name': 'sy_news_hangye_chinaautonews_raw', 'start_time': '1588137752'}  消息处理总量:1条
2020-04-29 at 13:22:47 | SUCCESS | 消息内容:{'end_time': '1588137673', 'start_time': '1588137673', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:2条
2020-04-29 at 13:22:57 | SUCCESS | 消息内容:{'end_time': '1588137724', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137724'}  消息处理总量:1条
2020-04-29 at 13:23:08 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1588137716', 'start_time': '1588137697', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:32条
2020-04-29 at 13:23:23 | SUCCESS | 消息内容:{'end_time': '1588137749', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588137747'}  消息处理总量:4条
2020-04-29 at 13:23:27 | SUCCESS | 消息内容:{'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1588137755', 'end_time': '1588137755'}  消息处理总量:1条
2020-04-29 at 13:23:44 | SUCCESS | 消息内容:{'end_time': '1588137768', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588137764'}  消息处理总量:7条
2020-04-29 at 13:24:02 | SUCCESS | 消息内容:{'end_time': '1588137781', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588137775'}  消息处理总量:11条
2020-04-29 at 13:24:27 | SUCCESS | 消息内容:{'spider_name': 'hangye_mining120_guonei', 'collection_name': 'sy_news_hangye_mining120_raw', 'start_time': '1588137882', 'end_time': '1588137883'}  消息处理总量:4条
2020-04-29 at 13:25:09 | SUCCESS | 消息内容:{'end_time': '1588137854', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137851'}  消息处理总量:4条
2020-04-29 at 13:27:13 | SUCCESS | 消息内容:{'end_time': '1588137976', 'start_time': '1588137974', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:4条
